provinceid,provincename,cityid,cityname,confirmed,suspected,dead,cured,time
21,山东,327,菏泽,14,0,0,3,2020/02/08
21,山东,327,菏泽,16,0,0,4,2020/02/09
21,山东,327,菏泽,16,0,0,5,2020/02/10
21,山东,327,菏泽,17,0,0,6,2020/02/11
21,山东,327,菏泽,18,0,0,7,2020/02/12
21,山东,327,菏泽,18,0,0,7,2020/02/13
21,山东,327,菏泽,18,0,0,9,2020/02/14
21,山东,327,菏泽,18,0,0,10,2020/02/15
21,山东,327,菏泽,18,0,0,11,2020/02/16
21,山东,327,菏泽,18,0,0,13,2020/02/17
21,山东,327,菏泽,18,0,0,13,2020/02/18
21,山东,327,菏泽,18,0,0,13,2020/02/19
21,山东,327,菏泽,18,0,0,13,2020/02/20
21,山东,327,菏泽,18,0,0,14,2020/02/21
21,山东,316,滨州,3,0,0,0,2020/01/26
21,山东,316,滨州,3,0,0,0,2020/01/27
21,山东,316,滨州,4,0,0,0,2020/01/28
21,山东,316,滨州,7,0,0,0,2020/01/29
21,山东,316,滨州,9,0,0,0,2020/01/30
21,山东,316,滨州,9,0,0,0,2020/01/31
21,山东,316,滨州,9,0,0,0,2020/02/01
21,山东,316,滨州,10,0,0,0,2020/02/02
21,山东,316,滨州,11,0,0,0,2020/02/03
21,山东,316,滨州,11,0,0,1,2020/02/04
21,山东,316,滨州,11,0,0,2,2020/02/05
21,山东,316,滨州,11,0,0,3,2020/02/06
21,山东,316,滨州,11,0,0,3,2020/02/07
21,山东,316,滨州,11,0,0,4,2020/02/08
21,山东,316,滨州,11,0,0,4,2020/02/09
21,山东,316,滨州,11,0,0,5,2020/02/10
21,山东,316,滨州,11,0,0,6,2020/02/11
21,山东,316,滨州,12,0,0,6,2020/02/12
21,山东,316,滨州,12,0,0,6,2020/02/13
21,山东,316,滨州,14,0,0,8,2020/02/14
21,山东,316,滨州,14,0,0,9,2020/02/15
21,山东,316,滨州,14,0,0,9,2020/02/16
21,山东,316,滨州,15,0,0,10,2020/02/17
21,山东,316,滨州,15,0,0,10,2020/02/18
21,山东,316,滨州,15,0,0,10,2020/02/19
21,山东,316,滨州,15,0,0,11,2020/02/20
21,山东,316,滨州,15,0,0,11,2020/02/21
25,四川,25,全省,2,5,0,0,2020/01/21
25,四川,25,全省,5,7,0,0,2020/01/22
25,四川,25,全省,15,10,0,0,2020/01/23
25,四川,25,全省,28,25,0,0,2020/01/24
25,四川,25,全省,44,34,0,0,2020/01/25
25,四川,25,全省,69,92,0,0,2020/01/26
25,四川,25,全省,90,138,0,0,2020/01/27
25,四川,25,全省,108,182,0,0,2020/01/28
25,四川,25,全省,142,243,1,1,2020/01/29
25,四川,25,全省,177,241,1,1,2020/01/30
25,四川,25,全省,207,256,1,1,2020/01/31
25,四川,25,全省,231,247,1,3,2020/02/01
25,四川,25,全省,254,268,1,11,2020/02/02
25,四川,25,全省,282,258,1,14,2020/02/03
25,四川,25,全省,301,281,1,14,2020/02/04
25,四川,25,全省,321,340,1,24,2020/02/05
25,四川,25,全省,344,409,1,31,2020/02/06
25,四川,25,全省,363,432,1,42,2020/02/07
25,四川,25,全省,386,431,1,60,2020/02/08
25,四川,25,全省,405,461,1,71,2020/02/09
25,四川,25,全省,417,475,1,80,2020/02/10
25,四川,25,全省,436,432,1,85,2020/02/11
25,四川,25,全省,451,367,1,92,2020/02/12
25,四川,25,全省,463,326,1,104,2020/02/13
25,四川,25,全省,470,310,1,114,2020/02/14
25,四川,25,全省,481,213,3,119,2020/02/15
25,四川,25,全省,495,178,3,131,2020/02/16
25,四川,25,全省,508,157,3,156,2020/02/17
25,四川,25,全省,514,105,3,169,2020/02/18
25,四川,25,全省,520,85,3,188,2020/02/19
25,四川,25,全省,520,0,3,217,2020/02/20
25,四川,370,成都,22,0,0,0,2020/01/26
25,四川,370,成都,33,0,0,0,2020/01/27
25,四川,370,成都,37,0,0,0,2020/01/28
25,四川,370,成都,46,0,1,1,2020/01/29
25,四川,370,成都,59,0,1,1,2020/01/30
25,四川,370,成都,69,0,1,1,2020/01/31
25,四川,370,成都,72,0,1,3,2020/02/01
25,四川,370,成都,73,0,1,9,2020/02/02
25,四川,370,成都,77,0,1,10,2020/02/03
25,四川,370,成都,87,0,1,10,2020/02/04
25,四川,370,成都,92,0,1,17,2020/02/05
25,四川,370,成都,97,0,1,19,2020/02/06
25,四川,370,成都,102,0,1,25,2020/02/07
25,四川,370,成都,109,0,1,33,2020/02/08
25,四川,370,成都,120,0,1,35,2020/02/09
25,四川,370,成都,123,0,1,39,2020/02/10
25,四川,370,成都,124,0,1,41,2020/02/11
25,四川,370,成都,125,0,1,41,2020/02/12
25,四川,370,成都,131,0,1,42,2020/02/13
25,四川,370,成都,135,0,1,43,2020/02/14
25,四川,370,成都,139,0,1,44,2020/02/15
25,四川,370,成都,140,0,3,49,2020/02/16
25,四川,370,成都,140,0,3,53,2020/02/17
25,四川,370,成都,140,0,3,56,2020/02/18
25,四川,370,成都,141,0,3,61,2020/02/19
25,四川,370,成都,141,0,3,69,2020/02/20
25,四川,370,成都,143,0,3,71,2020/02/21
25,四川,365,南充,2,0,0,0,2020/01/26
25,四川,365,南充,2,0,0,0,2020/01/27
25,四川,365,南充,4,0,0,0,2020/01/28
25,四川,365,南充,5,0,0,0,2020/01/29
25,四川,365,南充,9,0,0,0,2020/01/30
25,四川,365,南充,11,0,0,0,2020/01/31
25,四川,365,南充,16,0,0,0,2020/02/01
25,四川,365,南充,23,0,0,0,2020/02/02
25,四川,365,南充,26,0,0,0,2020/02/03
25,四川,365,南充,27,0,0,0,2020/02/04
25,四川,365,南充,28,0,0,1,2020/02/05
25,四川,365,南充,29,0,0,2,2020/02/06
25,四川,365,南充,30,0,0,2,2020/02/07
25,四川,365,南充,31,0,0,2,2020/02/08
25,四川,365,南充,32,0,0,2,2020/02/09
25,四川,365,南充,33,0,0,4,2020/02/10
25,四川,365,南充,34,0,0,4,2020/02/11
25,四川,365,南充,34,0,0,5,2020/02/12
25,四川,365,南充,35,0,0,6,2020/02/13
25,四川,365,南充,35,0,0,7,2020/02/14
25,四川,365,南充,35,0,0,9,2020/02/15
25,四川,365,南充,35,0,0,9,2020/02/16
25,四川,365,南充,35,0,0,12,2020/02/17
25,四川,365,南充,38,0,0,12,2020/02/18
25,四川,365,南充,38,0,0,14,2020/02/19
25,四川,365,南充,38,0,0,15,2020/02/20
25,四川,365,南充,38,0,0,15,2020/02/21
25,四川,366,广安,2,0,0,0,2020/01/26
25,四川,366,广安,6,0,0,0,2020/01/27
25,四川,366,广安,7,0,0,0,2020/01/28
25,四川,366,广安,7,0,0,0,2020/01/29
25,四川,366,广安,9,0,0,0,2020/01/30
25,四川,366,广安,13,0,0,0,2020/01/31
25,四川,366,广安,16,0,0,0,2020/02/01
25,四川,366,广安,20,0,0,1,2020/02/02
25,四川,366,广安,21,0,0,1,2020/02/03
25,四川,366,广安,24,0,0,1,2020/02/04
25,四川,366,广安,24,0,0,1,2020/02/05
25,四川,366,广安,24,0,0,1,2020/02/06
25,四川,366,广安,27,0,0,2,2020/02/07
25,四川,366,广安,28,0,0,3,2020/02/08
25,四川,366,广安,28,0,0,3,2020/02/09
25,四川,366,广安,28,0,0,3,2020/02/10
25,四川,366,广安,30,0,0,3,2020/02/11
25,四川,366,广安,30,0,0,5,2020/02/12
25,四川,366,广安,30,0,0,7,2020/02/13
25,四川,366,广安,30,0,0,8,2020/02/14
25,四川,366,广安,30,0,0,8,2020/02/15
25,四川,366,广安,30,0,0,10,2020/02/16
25,四川,366,广安,30,0,0,13,2020/02/17
25,四川,366,广安,30,0,0,14,2020/02/18
25,四川,366,广安,30,0,0,18,2020/02/19
25,四川,366,广安,30,0,0,19,2020/02/20
25,四川,366,广安,30,0,0,20,2020/02/21
25,四川,364,达州,1,0,0,0,2020/01/26
25,四川,364,达州,3,0,0,0,2020/01/27
25,四川,364,达州,3,0,0,0,2020/01/28
25,四川,364,达州,4,0,0,0,2020/01/29
25,四川,364,达州,6,0,0,0,2020/01/30
25,四川,364,达州,8,0,0,0,2020/01/31
25,四川,364,达州,9,0,0,0,2020/02/01
25,四川,364,达州,9,0,0,0,2020/02/02
25,四川,364,达州,11,0,0,1,2020/02/03
25,四川,364,达州,13,0,0,1,2020/02/04
25,四川,364,达州,17,0,0,1,2020/02/05
25,四川,364,达州,20,0,0,4,2020/02/06
25,四川,364,达州,23,0,0,4,2020/02/07
25,四川,364,达州,25,0,0,5,2020/02/08
25,四川,364,达州,25,0,0,5,2020/02/09
25,四川,364,达州,28,0,0,5,2020/02/10
25,四川,364,达州,30,0,0,5,2020/02/11
25,四川,364,达州,33,0,0,5,2020/02/12
25,四川,364,达州,36,0,0,5,2020/02/13
25,四川,364,达州,36,0,0,5,2020/02/14
25,四川,364,达州,36,0,0,5,2020/02/15
25,四川,364,达州,36,0,0,5,2020/02/16
25,四川,364,达州,38,0,0,6,2020/02/17
25,四川,364,达州,39,0,0,9,2020/02/18
25,四川,364,达州,40,0,0,11,2020/02/19
25,四川,364,达州,40,0,0,11,2020/02/20
25,四川,364,达州,41,0,0,11,2020/02/21
25,四川,363,巴中,2,0,0,0,2020/01/29
25,四川,363,巴中,4,0,0,0,2020/01/30
25,四川,363,巴中,5,0,0,0,2020/01/31
25,四川,363,巴中,8,0,0,0,2020/02/01
25,四川,363,巴中,8,0,0,0,2020/02/02
25,四川,363,巴中,12,0,0,0,2020/02/03
25,四川,363,巴中,12,0,0,0,2020/02/04
25,四川,363,巴中,15,0,0,0,2020/02/05
25,四川,363,巴中,19,0,0,0,2020/02/06
25,四川,363,巴中,20,0,0,1,2020/02/07
25,四川,363,巴中,21,0,0,1,2020/02/08
25,四川,363,巴中,21,0,0,1,2020/02/09
25,四川,363,巴中,22,0,0,1,2020/02/10
25,四川,363,巴中,22,0,0,1,2020/02/11
25,四川,363,巴中,22,0,0,1,2020/02/12
25,四川,363,巴中,22,0,0,1,2020/02/13
25,四川,363,巴中,24,0,0,1,2020/02/14
25,四川,363,巴中,24,0,0,1,2020/02/15
25,四川,363,巴中,24,0,0,3,2020/02/16
25,四川,363,巴中,24,0,0,3,2020/02/17
25,四川,363,巴中,24,0,0,3,2020/02/18
25,四川,363,巴中,24,0,0,3,2020/02/19
25,四川,363,巴中,24,0,0,10,2020/02/20
25,四川,363,巴中,24,0,0,10,2020/02/21
25,四川,361,绵阳,5,0,0,0,2020/01/26
25,四川,361,绵阳,7,0,0,0,2020/01/27
25,四川,361,绵阳,8,0,0,0,2020/01/28
25,四川,361,绵阳,8,0,0,0,2020/01/29
25,四川,361,绵阳,9,0,0,0,2020/01/30
25,四川,361,绵阳,11,0,0,0,2020/01/31
25,四川,361,绵阳,12,0,0,0,2020/02/01
25,四川,361,绵阳,14,0,0,1,2020/02/02
25,四川,361,绵阳,17,0,0,1,2020/02/03
25,四川,361,绵阳,17,0,0,1,2020/02/04
25,四川,361,绵阳,17,0,0,2,2020/02/05
25,四川,361,绵阳,18,0,0,2,2020/02/06
25,四川,361,绵阳,19,0,0,2,2020/02/07
25,四川,361,绵阳,20,0,0,3,2020/02/08
25,四川,361,绵阳,20,0,0,4,2020/02/09
25,四川,361,绵阳,21,0,0,4,2020/02/10
25,四川,361,绵阳,21,0,0,4,2020/02/11
25,四川,361,绵阳,22,0,0,4,2020/02/12
25,四川,361,绵阳,22,0,0,5,2020/02/13
25,四川,361,绵阳,22,0,0,5,2020/02/14
25,四川,361,绵阳,22,0,0,5,2020/02/15
25,四川,361,绵阳,22,0,0,6,2020/02/16
25,四川,361,绵阳,22,0,0,9,2020/02/17
25,四川,361,绵阳,22,0,0,9,2020/02/18
25,四川,361,绵阳,22,0,0,10,2020/02/19
25,四川,361,绵阳,22,0,0,10,2020/02/20
25,四川,361,绵阳,22,0,0,10,2020/02/21
25,四川,373,内江,1,0,0,0,2020/01/26
25,四川,373,内江,1,0,0,0,2020/01/27
25,四川,373,内江,3,0,0,0,2020/01/28
25,四川,373,内江,4,0,0,0,2020/01/29
25,四川,373,内江,4,0,0,0,2020/01/30
25,四川,373,内江,6,0,0,0,2020/01/31
25,四川,373,内江,10,0,0,0,2020/02/01
25,四川,373,内江,11,0,0,0,2020/02/02
25,四川,373,内江,12,0,0,0,2020/02/03
25,四川,373,内江,15,0,0,0,2020/02/04
25,四川,373,内江,15,0,0,0,2020/02/05
25,四川,373,内江,16,0,0,0,2020/02/06
25,四川,373,内江,17,0,0,1,2020/02/07
25,四川,373,内江,17,0,0,2,2020/02/08
25,四川,373,内江,17,0,0,2,2020/02/09
25,四川,373,内江,17,0,0,2,2020/02/10
25,四川,373,内江,18,0,0,2,2020/02/11
25,四川,373,内江,20,0,0,3,2020/02/12
25,四川,373,内江,21,0,0,3,2020/02/13
25,四川,373,内江,21,0,0,5,2020/02/14
25,四川,373,内江,22,0,0,5,2020/02/15
25,四川,373,内江,22,0,0,5,2020/02/16
25,四川,373,内江,22,0,0,6,2020/02/17
25,四川,373,内江,22,0,0,6,2020/02/18
25,四川,373,内江,22,0,0,6,2020/02/19
25,四川,373,内江,22,0,0,10,2020/02/20
25,四川,373,内江,22,0,0,10,2020/02/21
25,四川,374,泸州,2,0,0,0,2020/01/26
25,四川,374,泸州,3,0,0,0,2020/01/27
25,四川,374,泸州,4,0,0,0,2020/01/28
25,四川,374,泸州,5,0,0,0,2020/01/29
25,四川,374,泸州,5,0,0,0,2020/01/30
25,四川,374,泸州,5,0,0,0,2020/01/31
25,四川,374,泸州,5,0,0,0,2020/02/01
25,四川,374,泸州,6,0,0,0,2020/02/02
25,四川,374,泸州,7,0,0,0,2020/02/03
25,四川,374,泸州,9,0,0,0,2020/02/04
25,四川,374,泸州,10,0,0,0,2020/02/05
25,四川,374,泸州,12,0,0,0,2020/02/06
25,四川,374,泸州,13,0,0,0,2020/02/07
25,四川,374,泸州,13,0,0,2,2020/02/08
25,四川,374,泸州,16,0,0,2,2020/02/09
25,四川,374,泸州,17,0,0,2,2020/02/10
25,四川,374,泸州,18,0,0,2,2020/02/11
25,四川,374,泸州,19,0,0,2,2020/02/12
25,四川,374,泸州,19,0,0,2,2020/02/13
25,四川,374,泸州,19,0,0,2,2020/02/14
25,四川,374,泸州,19,0,0,2,2020/02/15
25,四川,374,泸州,19,0,0,3,2020/02/16
25,四川,374,泸州,19,0,0,3,2020/02/17
25,四川,374,泸州,19,0,0,3,2020/02/18
25,四川,374,泸州,20,0,0,5,2020/02/19
25,四川,374,泸州,24,0,0,6,2020/02/20
25,四川,374,泸州,24,0,0,6,2020/02/21
25,四川,359,甘孜,2,0,0,0,2020/01/26
25,四川,359,甘孜,2,0,0,0,2020/01/27
25,四川,359,甘孜,3,0,0,0,2020/01/28
25,四川,359,甘孜,3,0,0,0,2020/01/29
25,四川,359,甘孜,5,0,0,0,2020/01/30
25,四川,359,甘孜,5,0,0,0,2020/01/31
25,四川,359,甘孜,5,0,0,0,2020/02/01
25,四川,359,甘孜,5,0,0,0,2020/02/02
25,四川,359,甘孜,6,0,0,0,2020/02/03
25,四川,359,甘孜,8,0,0,0,2020/02/04
25,四川,359,甘孜,10,0,0,0,2020/02/05
25,四川,359,甘孜,12,0,0,0,2020/02/06
25,四川,359,甘孜,17,0,0,0,2020/02/07
25,四川,359,甘孜,17,0,0,0,2020/02/08
25,四川,359,甘孜,17,0,0,0,2020/02/09
25,四川,359,甘孜,23,0,0,2,2020/02/10
25,四川,359,甘孜,27,0,0,2,2020/02/11
25,四川,359,甘孜,36,0,0,3,2020/02/12
25,四川,359,甘孜,37,0,0,3,2020/02/13
25,四川,359,甘孜,43,0,0,3,2020/02/14
25,四川,359,甘孜,44,0,0,3,2020/02/15
25,四川,359,甘孜,50,0,0,3,2020/02/16
25,四川,359,甘孜,57,0,0,6,2020/02/17
25,四川,359,甘孜,62,0,0,8,2020/02/18
25,四川,359,甘孜,65,0,0,8,2020/02/19
25,四川,359,甘孜,67,0,0,8,2020/02/20
25,四川,359,甘孜,68,0,0,9,2020/02/21
25,四川,368,德阳,1,0,0,0,2020/01/26
25,四川,368,德阳,1,0,0,0,2020/01/27
25,四川,368,德阳,1,0,0,0,2020/01/28
25,四川,368,德阳,2,0,0,0,2020/01/29
25,四川,368,德阳,3,0,0,0,2020/01/30
25,四川,368,德阳,7,0,0,0,2020/01/31
25,四川,368,德阳,7,0,0,0,2020/02/01
25,四川,368,德阳,10,0,0,0,2020/02/02
25,四川,368,德阳,10,0,0,0,2020/02/03
25,四川,368,德阳,12,0,0,0,2020/02/04
25,四川,368,德阳,12,0,0,0,2020/02/05
25,四川,368,德阳,12,0,0,0,2020/02/06
25,四川,368,德阳,12,0,0,0,2020/02/07
25,四川,368,德阳,13,0,0,0,2020/02/08
25,四川,368,德阳,16,0,0,0,2020/02/09
25,四川,368,德阳,16,0,0,0,2020/02/10
25,四川,368,德阳,16,0,0,0,2020/02/11
25,四川,368,德阳,16,0,0,0,2020/02/12
25,四川,368,德阳,17,0,0,0,2020/02/13
25,四川,368,德阳,17,0,0,0,2020/02/14
25,四川,368,德阳,17,0,0,0,2020/02/15
25,四川,368,德阳,17,0,0,0,2020/02/16
25,四川,368,德阳,17,0,0,1,2020/02/17
25,四川,368,德阳,17,0,0,1,2020/02/18
25,四川,368,德阳,17,0,0,1,2020/02/19
25,四川,368,德阳,17,0,0,3,2020/02/20
25,四川,368,德阳,18,0,0,3,2020/02/21
25,四川,379,攀枝花,1,0,0,0,2020/01/31
25,四川,379,攀枝花,7,0,0,0,2020/02/01
25,四川,379,攀枝花,9,0,0,0,2020/02/02
25,四川,379,攀枝花,10,0,0,0,2020/02/03
25,四川,379,攀枝花,10,0,0,0,2020/02/04
25,四川,379,攀枝花,11,0,0,0,2020/02/05
25,四川,379,攀枝花,11,0,0,0,2020/02/06
25,四川,379,攀枝花,11,0,0,1,2020/02/07
25,四川,379,攀枝花,12,0,0,3,2020/02/08
25,四川,379,攀枝花,13,0,0,5,2020/02/09
25,四川,379,攀枝花,13,0,0,5,2020/02/10
25,四川,379,攀枝花,13,0,0,8,2020/02/11
25,四川,379,攀枝花,13,0,0,8,2020/02/12
25,四川,379,攀枝花,13,0,0,9,2020/02/13
25,四川,379,攀枝花,13,0,0,9,2020/02/14
25,四川,379,攀枝花,13,0,0,10,2020/02/15
25,四川,379,攀枝花,13,0,0,10,2020/02/16
25,四川,379,攀枝花,13,0,0,10,2020/02/17
25,四川,379,攀枝花,16,0,0,11,2020/02/18
25,四川,379,攀枝花,16,0,0,11,2020/02/19
25,四川,379,攀枝花,16,0,0,11,2020/02/20
25,四川,379,攀枝花,16,0,0,11,2020/02/21
25,四川,375,自贡,1,0,0,0,2020/01/26
25,四川,375,自贡,2,0,0,0,2020/01/27
25,四川,375,自贡,7,0,0,0,2020/01/28
25,四川,375,自贡,7,0,0,0,2020/01/29
25,四川,375,自贡,7,0,0,0,2020/01/30
25,四川,375,自贡,9,0,0,0,2020/01/31
25,四川,375,自贡,9,0,0,0,2020/02/01
25,四川,375,自贡,9,0,0,0,2020/02/02
25,四川,375,自贡,9,0,0,0,2020/02/03
25,四川,375,自贡,9,0,0,0,2020/02/04
25,四川,375,自贡,9,0,0,0,2020/02/05
25,四川,375,自贡,9,0,0,0,2020/02/06
25,四川,375,自贡,9,0,0,1,2020/02/07
25,四川,375,自贡,9,0,0,2,2020/02/08
25,四川,375,自贡,9,0,0,2,2020/02/09
25,四川,375,自贡,9,0,0,2,2020/02/10
25,四川,375,自贡,9,0,0,2,2020/02/11
25,四川,375,自贡,9,0,0,2,2020/02/12
25,四川,375,自贡,9,0,0,2,2020/02/13
25,四川,375,自贡,9,0,0,2,2020/02/14
25,四川,375,自贡,9,0,0,2,2020/02/15
25,四川,375,自贡,9,0,0,2,2020/02/16
25,四川,375,自贡,9,0,0,2,2020/02/17
25,四川,375,自贡,9,0,0,4,2020/02/18
25,四川,375,自贡,9,0,0,4,2020/02/19
25,四川,375,自贡,9,0,0,7,2020/02/20
25,四川,375,自贡,9,0,0,7,2020/02/21
25,四川,377,宜宾,1,0,0,0,2020/01/27
25,四川,377,宜宾,1,0,0,0,2020/01/28
25,四川,377,宜宾,2,0,0,0,2020/01/29
25,四川,377,宜宾,5,0,0,0,2020/01/30
25,四川,377,宜宾,7,0,0,0,2020/01/31
25,四川,377,宜宾,7,0,0,0,2020/02/01
25,四川,377,宜宾,7,0,0,0,2020/02/02
25,四川,377,宜宾,7,0,0,0,2020/02/03
25,四川,377,宜宾,7,0,0,0,2020/02/04
25,四川,377,宜宾,7,0,0,0,2020/02/05
25,四川,377,宜宾,8,0,0,0,2020/02/06
25,四川,377,宜宾,9,0,0,0,2020/02/07
25,四川,377,宜宾,9,0,0,0,2020/02/08
25,四川,377,宜宾,9,0,0,3,2020/02/09
25,四川,377,宜宾,9,0,0,3,2020/02/10
25,四川,377,宜宾,9,0,0,3,2020/02/11
25,四川,377,宜宾,10,0,0,3,2020/02/12
25,四川,377,宜宾,11,0,0,3,2020/02/13
25,四川,377,宜宾,11,0,0,6,2020/02/14
25,四川,377,宜宾,11,0,0,6,2020/02/15
25,四川,377,宜宾,11,0,0,6,2020/02/16
25,四川,377,宜宾,11,0,0,6,2020/02/17
25,四川,377,宜宾,12,0,0,6,2020/02/18
25,四川,377,宜宾,12,0,0,7,2020/02/19
25,四川,377,宜宾,12,0,0,7,2020/02/20
25,四川,377,宜宾,12,0,0,7,2020/02/21
25,四川,378,凉山,1,0,0,0,2020/01/27
25,四川,378,凉山,2,0,0,0,2020/01/28
25,四川,378,凉山,2,0,0,0,2020/01/29
25,四川,378,凉山,2,0,0,0,2020/01/30
25,四川,378,凉山,3,0,0,0,2020/01/31
25,四川,378,凉山,5,0,0,0,2020/02/01
25,四川,378,凉山,5,0,0,0,2020/02/02
25,四川,378,凉山,6,0,0,0,2020/02/03
25,四川,378,凉山,6,0,0,0,2020/02/04
25,四川,378,凉山,7,0,0,0,2020/02/05
25,四川,378,凉山,7,0,0,0,2020/02/06
25,四川,378,凉山,7,0,0,0,2020/02/07
25,四川,378,凉山,9,0,0,0,2020/02/08
25,四川,378,凉山,9,0,0,1,2020/02/09
25,四川,378,凉山,10,0,0,1,2020/02/10
25,四川,378,凉山,10,0,0,1,2020/02/11
25,四川,378,凉山,10,0,0,1,2020/02/12
25,四川,378,凉山,10,0,0,3,2020/02/13
25,四川,378,凉山,10,0,0,4,2020/02/14
25,四川,378,凉山,11,0,0,5,2020/02/15
25,四川,378,凉山,13,0,0,5,2020/02/16
25,四川,378,凉山,13,0,0,5,2020/02/17
25,四川,378,凉山,13,0,0,5,2020/02/18
25,四川,378,凉山,13,0,0,5,2020/02/19
25,四川,378,凉山,13,0,0,6,2020/02/20
25,四川,378,凉山,13,0,0,6,2020/02/21
25,四川,362,广元,1,0,0,0,2020/01/29
25,四川,362,广元,3,0,0,0,2020/01/30
25,四川,362,广元,2,0,0,0,2020/01/31
25,四川,362,广元,2,0,0,0,2020/02/01
25,四川,362,广元,5,0,0,0,2020/02/02
25,四川,362,广元,5,0,0,0,2020/02/03
25,四川,362,广元,6,0,0,0,2020/02/04
25,四川,362,广元,6,0,0,0,2020/02/05
25,四川,362,广元,6,0,0,0,2020/02/06
25,四川,362,广元,6,0,0,0,2020/02/07
25,四川,362,广元,6,0,0,0,2020/02/08
25,四川,362,广元,6,0,0,1,2020/02/09
25,四川,362,广元,6,0,0,1,2020/02/10
25,四川,362,广元,6,0,0,1,2020/02/11
25,四川,362,广元,6,0,0,1,2020/02/12
25,四川,362,广元,6,0,0,1,2020/02/13
25,四川,362,广元,6,0,0,2,2020/02/14
25,四川,362,广元,6,0,0,2,2020/02/15
25,四川,362,广元,6,0,0,3,2020/02/16
25,四川,362,广元,6,0,0,3,2020/02/17
25,四川,362,广元,6,0,0,4,2020/02/18
25,四川,362,广元,6,0,0,4,2020/02/19
25,四川,362,广元,6,0,0,4,2020/02/20
25,四川,362,广元,6,0,0,4,2020/02/21
25,四川,371,雅安,1,0,0,0,2020/01/26
25,四川,371,雅安,1,0,0,0,2020/01/27
25,四川,371,雅安,2,0,0,0,2020/01/28
25,四川,371,雅安,2,0,0,0,2020/01/29
25,四川,371,雅安,2,0,0,0,2020/01/30
25,四川,371,雅安,3,0,0,0,2020/01/31
25,四川,371,雅安,5,0,0,0,2020/02/01
25,四川,371,雅安,5,0,0,0,2020/02/02
25,四川,371,雅安,5,0,0,0,2020/02/03
25,四川,371,雅安,5,0,0,0,2020/02/04
25,四川,371,雅安,6,0,0,0,2020/02/05
25,四川,371,雅安,6,0,0,0,2020/02/06
25,四川,371,雅安,6,0,0,0,2020/02/07
25,四川,371,雅安,6,0,0,1,2020/02/08
25,四川,371,雅安,6,0,0,1,2020/02/09
25,四川,371,雅安,6,0,0,2,2020/02/10
25,四川,371,雅安,6,0,0,2,2020/02/11
25,四川,371,雅安,6,0,0,2,2020/02/12
25,四川,371,雅安,7,0,0,2,2020/02/13
25,四川,371,雅安,7,0,0,2,2020/02/14
25,四川,371,雅安,7,0,0,2,2020/02/15
25,四川,371,雅安,7,0,0,2,2020/02/16
25,四川,371,雅安,7,0,0,2,2020/02/17
25,四川,371,雅安,7,0,0,2,2020/02/18
25,四川,371,雅安,7,0,0,2,2020/02/19
25,四川,371,雅安,7,0,0,3,2020/02/20
25,四川,371,雅安,7,0,0,4,2020/02/21
25,四川,372,眉山,1,0,0,0,2020/01/26
25,四川,372,眉山,1,0,0,0,2020/01/27
25,四川,372,眉山,1,0,0,0,2020/01/28
25,四川,372,眉山,1,0,0,0,2020/01/29
25,四川,372,眉山,2,0,0,0,2020/01/30
25,四川,372,眉山,2,0,0,0,2020/01/31
25,四川,372,眉山,2,0,0,0,2020/02/01
25,四川,372,眉山,2,0,0,0,2020/02/02
25,四川,372,眉山,3,0,0,0,2020/02/03
25,四川,372,眉山,5,0,0,0,2020/02/04
25,四川,372,眉山,5,0,0,1,2020/02/05
25,四川,372,眉山,5,0,0,1,2020/02/06
25,四川,372,眉山,5,0,0,1,2020/02/07
25,四川,372,眉山,6,0,0,1,2020/02/08
25,四川,372,眉山,7,0,0,1,2020/02/09
25,四川,372,眉山,7,0,0,1,2020/02/10
25,四川,372,眉山,7,0,0,1,2020/02/11
25,四川,372,眉山,8,0,0,1,2020/02/12
25,四川,372,眉山,8,0,0,2,2020/02/13
25,四川,372,眉山,8,0,0,2,2020/02/14
25,四川,372,眉山,8,0,0,2,2020/02/15
25,四川,372,眉山,8,0,0,2,2020/02/16
25,四川,372,眉山,8,0,0,2,2020/02/17
25,四川,372,眉山,8,0,0,2,2020/02/18
25,四川,372,眉山,8,0,0,3,2020/02/19
25,四川,372,眉山,8,0,0,3,2020/02/20
25,四川,372,眉山,8,0,0,3,2020/02/21
25,四川,367,遂宁,2,0,0,0,2020/01/26
25,四川,367,遂宁,2,0,0,0,2020/01/27
25,四川,367,遂宁,3,0,0,0,2020/01/28
25,四川,367,遂宁,3,0,0,0,2020/01/29
25,四川,367,遂宁,4,0,0,0,2020/01/30
25,四川,367,遂宁,5,0,0,0,2020/01/31
25,四川,367,遂宁,5,0,0,0,2020/02/01
25,四川,367,遂宁,5,0,0,0,2020/02/02
25,四川,367,遂宁,5,0,0,1,2020/02/03
25,四川,367,遂宁,5,0,0,1,2020/02/04
25,四川,367,遂宁,5,0,0,1,2020/02/05
25,四川,367,遂宁,5,0,0,2,2020/02/06
25,四川,367,遂宁,5,0,0,2,2020/02/07
25,四川,367,遂宁,6,0,0,2,2020/02/08
25,四川,367,遂宁,8,0,0,2,2020/02/09
25,四川,367,遂宁,10,0,0,2,2020/02/10
25,四川,367,遂宁,10,0,0,2,2020/02/11
25,四川,367,遂宁,10,0,0,4,2020/02/12
25,四川,367,遂宁,10,0,0,4,2020/02/13
25,四川,367,遂宁,10,0,0,4,2020/02/14
