provinceid,provincename,cityid,cityname,confirmed,suspected,dead,cured,time
15,湖南,242,岳阳,26,0,0,0,2020/01/29
15,湖南,242,岳阳,29,0,0,0,2020/01/30
15,湖南,242,岳阳,37,0,0,0,2020/01/31
15,湖南,242,岳阳,45,0,0,0,2020/02/01
15,湖南,242,岳阳,53,0,0,0,2020/02/02
15,湖南,242,岳阳,70,0,0,0,2020/02/03
15,湖南,242,岳阳,83,0,0,0,2020/02/04
15,湖南,242,岳阳,89,0,0,2,2020/02/05
15,湖南,242,岳阳,93,0,0,3,2020/02/06
15,湖南,242,岳阳,107,0,0,6,2020/02/07
15,湖南,242,岳阳,111,0,1,10,2020/02/08
15,湖南,242,岳阳,115,0,1,17,2020/02/09
15,湖南,242,岳阳,124,0,1,21,2020/02/10
15,湖南,242,岳阳,134,0,1,21,2020/02/11
15,湖南,242,岳阳,146,0,1,42,2020/02/12
15,湖南,242,岳阳,148,0,1,42,2020/02/13
15,湖南,242,岳阳,149,0,1,44,2020/02/14
15,湖南,242,岳阳,153,0,1,51,2020/02/15
15,湖南,242,岳阳,154,0,1,54,2020/02/16
15,湖南,242,岳阳,154,0,1,63,2020/02/17
15,湖南,242,岳阳,155,0,1,64,2020/02/18
15,湖南,242,岳阳,155,0,1,64,2020/02/19
15,湖南,242,岳阳,156,0,1,72,2020/02/20
15,湖南,242,岳阳,156,0,1,76,2020/02/21
15,湖南,253,邵阳,2,0,0,0,2020/01/26
15,湖南,253,邵阳,8,0,0,0,2020/01/27
15,湖南,253,邵阳,11,0,0,0,2020/01/28
15,湖南,253,邵阳,19,0,0,0,2020/01/29
15,湖南,253,邵阳,29,0,0,0,2020/01/30
15,湖南,253,邵阳,36,0,0,0,2020/01/31
15,湖南,253,邵阳,41,0,0,1,2020/02/01
15,湖南,253,邵阳,49,0,0,1,2020/02/02
15,湖南,253,邵阳,51,0,0,1,2020/02/03
15,湖南,253,邵阳,55,0,0,2,2020/02/04
15,湖南,253,邵阳,68,0,0,2,2020/02/05
15,湖南,253,邵阳,74,0,0,8,2020/02/06
15,湖南,253,邵阳,83,0,0,12,2020/02/07
15,湖南,253,邵阳,86,0,0,18,2020/02/08
15,湖南,253,邵阳,87,0,0,21,2020/02/09
15,湖南,253,邵阳,89,0,0,22,2020/02/10
15,湖南,253,邵阳,91,0,0,25,2020/02/11
15,湖南,253,邵阳,94,0,1,33,2020/02/12
15,湖南,253,邵阳,99,0,1,41,2020/02/13
15,湖南,253,邵阳,100,0,1,41,2020/02/14
15,湖南,253,邵阳,100,0,1,59,2020/02/15
15,湖南,253,邵阳,101,0,1,64,2020/02/16
15,湖南,253,邵阳,101,0,1,67,2020/02/17
15,湖南,253,邵阳,101,0,1,70,2020/02/18
15,湖南,253,邵阳,102,0,1,71,2020/02/19
15,湖南,253,邵阳,102,0,1,77,2020/02/20
15,湖南,253,邵阳,102,0,1,78,2020/02/21
15,湖南,244,常德,7,0,0,0,2020/01/26
15,湖南,244,常德,12,0,0,0,2020/01/27
15,湖南,244,常德,19,0,0,0,2020/01/28
15,湖南,244,常德,26,0,0,0,2020/01/29
15,湖南,244,常德,30,0,0,0,2020/01/30
15,湖南,244,常德,37,0,0,0,2020/01/31
15,湖南,244,常德,39,0,0,0,2020/02/01
15,湖南,244,常德,42,0,0,0,2020/02/02
15,湖南,244,常德,45,0,0,0,2020/02/03
15,湖南,244,常德,50,0,0,3,2020/02/04
15,湖南,244,常德,56,0,0,3,2020/02/05
15,湖南,244,常德,62,0,0,14,2020/02/06
15,湖南,244,常德,64,0,0,14,2020/02/07
15,湖南,244,常德,66,0,0,15,2020/02/08
15,湖南,244,常德,66,0,0,15,2020/02/09
15,湖南,244,常德,72,0,0,15,2020/02/10
15,湖南,244,常德,73,0,0,18,2020/02/11
15,湖南,244,常德,75,0,0,24,2020/02/12
15,湖南,244,常德,77,0,0,26,2020/02/13
15,湖南,244,常德,78,0,0,27,2020/02/14
15,湖南,244,常德,78,0,0,28,2020/02/15
15,湖南,244,常德,79,0,0,31,2020/02/16
15,湖南,244,常德,79,0,0,34,2020/02/17
15,湖南,244,常德,79,0,0,43,2020/02/18
15,湖南,244,常德,79,0,0,49,2020/02/19
15,湖南,244,常德,79,0,0,52,2020/02/20
15,湖南,244,常德,80,0,0,58,2020/02/21
15,湖南,251,娄底,5,0,0,0,2020/01/26
15,湖南,251,娄底,7,0,0,0,2020/01/27
15,湖南,251,娄底,9,0,0,0,2020/01/28
15,湖南,251,娄底,13,0,0,0,2020/01/29
15,湖南,251,娄底,16,0,0,0,2020/01/30
15,湖南,251,娄底,20,0,0,0,2020/01/31
15,湖南,251,娄底,26,0,0,1,2020/02/01
15,湖南,251,娄底,29,0,0,1,2020/02/02
15,湖南,251,娄底,35,0,0,2,2020/02/03
15,湖南,251,娄底,40,0,0,3,2020/02/04
15,湖南,251,娄底,45,0,0,3,2020/02/05
15,湖南,251,娄底,51,0,0,3,2020/02/06
15,湖南,251,娄底,53,0,0,4,2020/02/07
15,湖南,251,娄底,59,0,0,8,2020/02/08
15,湖南,251,娄底,64,0,0,8,2020/02/09
15,湖南,251,娄底,66,0,0,8,2020/02/10
15,湖南,251,娄底,69,0,0,12,2020/02/11
15,湖南,251,娄底,69,0,0,18,2020/02/12
15,湖南,251,娄底,72,0,0,22,2020/02/13
15,湖南,251,娄底,73,0,0,25,2020/02/14
15,湖南,251,娄底,75,0,0,29,2020/02/15
15,湖南,251,娄底,75,0,0,34,2020/02/16
15,湖南,251,娄底,76,0,0,35,2020/02/17
15,湖南,251,娄底,76,0,0,40,2020/02/18
15,湖南,251,娄底,76,0,0,47,2020/02/19
15,湖南,251,娄底,76,0,0,51,2020/02/20
15,湖南,251,娄底,76,0,0,54,2020/02/21
15,湖南,252,衡阳,3,0,0,0,2020/01/26
15,湖南,252,衡阳,4,0,0,0,2020/01/27
15,湖南,252,衡阳,7,0,0,0,2020/01/28
15,湖南,252,衡阳,17,0,0,0,2020/01/29
15,湖南,252,衡阳,20,0,0,0,2020/01/30
15,湖南,252,衡阳,25,0,0,0,2020/01/31
15,湖南,252,衡阳,26,0,0,0,2020/02/01
15,湖南,252,衡阳,30,0,0,3,2020/02/02
15,湖南,252,衡阳,32,0,0,4,2020/02/03
15,湖南,252,衡阳,35,0,0,4,2020/02/04
15,湖南,252,衡阳,39,0,0,5,2020/02/05
15,湖南,252,衡阳,43,0,0,5,2020/02/06
15,湖南,252,衡阳,43,0,0,11,2020/02/07
15,湖南,252,衡阳,43,0,0,13,2020/02/08
15,湖南,252,衡阳,45,0,0,14,2020/02/09
15,湖南,252,衡阳,45,0,0,16,2020/02/10
15,湖南,252,衡阳,45,0,0,23,2020/02/11
15,湖南,252,衡阳,45,0,0,23,2020/02/12
15,湖南,252,衡阳,45,0,0,25,2020/02/13
15,湖南,252,衡阳,46,0,0,26,2020/02/14
15,湖南,252,衡阳,47,0,0,28,2020/02/15
15,湖南,252,衡阳,47,0,0,28,2020/02/16
15,湖南,252,衡阳,48,0,0,28,2020/02/17
15,湖南,252,衡阳,48,0,0,28,2020/02/18
15,湖南,252,衡阳,48,0,0,32,2020/02/19
15,湖南,252,衡阳,48,0,0,37,2020/02/20
15,湖南,252,衡阳,48,0,0,37,2020/02/21
15,湖南,249,株洲,3,0,0,0,2020/01/26
15,湖南,249,株洲,5,0,0,0,2020/01/27
15,湖南,249,株洲,7,0,0,0,2020/01/28
15,湖南,249,株洲,13,0,0,0,2020/01/29
15,湖南,249,株洲,18,0,0,0,2020/01/30
15,湖南,249,株洲,19,0,0,0,2020/01/31
15,湖南,249,株洲,22,0,0,0,2020/02/01
15,湖南,249,株洲,25,0,0,1,2020/02/02
15,湖南,249,株洲,26,0,0,1,2020/02/03
15,湖南,249,株洲,34,0,0,2,2020/02/04
15,湖南,249,株洲,38,0,0,2,2020/02/05
15,湖南,249,株洲,41,0,0,7,2020/02/06
15,湖南,249,株洲,46,0,0,7,2020/02/07
15,湖南,249,株洲,48,0,0,8,2020/02/08
15,湖南,249,株洲,58,0,0,10,2020/02/09
15,湖南,249,株洲,61,0,0,10,2020/02/10
15,湖南,249,株洲,68,0,0,11,2020/02/11
15,湖南,249,株洲,71,0,0,12,2020/02/12
15,湖南,249,株洲,75,0,0,21,2020/02/13
15,湖南,249,株洲,77,0,0,21,2020/02/14
15,湖南,249,株洲,78,0,0,29,2020/02/15
15,湖南,249,株洲,78,0,0,33,2020/02/16
15,湖南,249,株洲,78,0,0,35,2020/02/17
15,湖南,249,株洲,78,0,0,37,2020/02/18
15,湖南,249,株洲,78,0,0,40,2020/02/19
15,湖南,249,株洲,78,0,0,46,2020/02/20
15,湖南,249,株洲,78,0,0,46,2020/02/21
15,湖南,243,益阳,4,0,0,0,2020/01/26
15,湖南,243,益阳,7,0,0,0,2020/01/27
15,湖南,243,益阳,10,0,0,0,2020/01/28
15,湖南,243,益阳,14,0,0,0,2020/01/29
15,湖南,243,益阳,17,0,0,0,2020/01/30
15,湖南,243,益阳,20,0,0,0,2020/01/31
15,湖南,243,益阳,24,0,0,0,2020/02/01
15,湖南,243,益阳,27,0,0,0,2020/02/02
15,湖南,243,益阳,30,0,0,1,2020/02/03
15,湖南,243,益阳,35,0,0,1,2020/02/04
15,湖南,243,益阳,40,0,0,6,2020/02/05
15,湖南,243,益阳,41,0,0,6,2020/02/06
15,湖南,243,益阳,43,0,0,6,2020/02/07
15,湖南,243,益阳,44,0,0,10,2020/02/08
15,湖南,243,益阳,46,0,0,15,2020/02/09
15,湖南,243,益阳,53,0,0,16,2020/02/10
15,湖南,243,益阳,54,0,0,16,2020/02/11
15,湖南,243,益阳,58,0,0,22,2020/02/12
15,湖南,243,益阳,59,0,0,22,2020/02/13
15,湖南,243,益阳,59,0,0,22,2020/02/14
15,湖南,243,益阳,59,0,0,25,2020/02/15
15,湖南,243,益阳,59,0,0,27,2020/02/16
15,湖南,243,益阳,59,0,0,30,2020/02/17
15,湖南,243,益阳,59,0,0,31,2020/02/18
15,湖南,243,益阳,59,0,0,35,2020/02/19
15,湖南,243,益阳,59,0,0,48,2020/02/20
15,湖南,243,益阳,59,0,0,48,2020/02/21
15,湖南,248,怀化,8,0,0,0,2020/01/26
15,湖南,248,怀化,11,0,0,0,2020/01/27
15,湖南,248,怀化,16,0,0,0,2020/01/28
15,湖南,248,怀化,18,0,0,0,2020/01/29
15,湖南,248,怀化,23,0,0,0,2020/01/30
15,湖南,248,怀化,26,0,0,1,2020/01/31
15,湖南,248,怀化,28,0,0,1,2020/02/01
15,湖南,248,怀化,31,0,0,1,2020/02/02
15,湖南,248,怀化,32,0,0,1,2020/02/03
15,湖南,248,怀化,35,0,0,2,2020/02/04
15,湖南,248,怀化,35,0,0,6,2020/02/05
15,湖南,248,怀化,36,0,0,7,2020/02/06
15,湖南,248,怀化,38,0,0,10,2020/02/07
15,湖南,248,怀化,38,0,0,14,2020/02/08
15,湖南,248,怀化,39,0,0,15,2020/02/09
15,湖南,248,怀化,39,0,0,15,2020/02/10
15,湖南,248,怀化,39,0,0,21,2020/02/11
15,湖南,248,怀化,39,0,0,21,2020/02/12
15,湖南,248,怀化,39,0,0,23,2020/02/13
15,湖南,248,怀化,39,0,0,26,2020/02/14
15,湖南,248,怀化,40,0,0,30,2020/02/15
15,湖南,248,怀化,40,0,0,30,2020/02/16
15,湖南,248,怀化,40,0,0,32,2020/02/17
15,湖南,248,怀化,40,0,0,37,2020/02/18
15,湖南,248,怀化,40,0,0,37,2020/02/19
15,湖南,248,怀化,40,0,0,38,2020/02/20
15,湖南,248,怀化,40,0,0,38,2020/02/21
15,湖南,255,永州,4,0,0,0,2020/01/26
15,湖南,255,永州,4,0,0,0,2020/01/27
15,湖南,255,永州,7,0,0,0,2020/01/28
15,湖南,255,永州,11,0,0,0,2020/01/29
15,湖南,255,永州,14,0,0,0,2020/01/30
15,湖南,255,永州,16,0,0,0,2020/01/31
15,湖南,255,永州,18,0,0,2,2020/02/01
15,湖南,255,永州,22,0,0,2,2020/02/02
15,湖南,255,永州,26,0,0,5,2020/02/03
15,湖南,255,永州,26,0,0,5,2020/02/04
15,湖南,255,永州,30,0,0,8,2020/02/05
15,湖南,255,永州,32,0,0,8,2020/02/06
15,湖南,255,永州,38,0,0,10,2020/02/07
15,湖南,255,永州,40,0,0,10,2020/02/08
15,湖南,255,永州,40,0,0,13,2020/02/09
15,湖南,255,永州,41,0,0,13,2020/02/10
15,湖南,255,永州,42,0,0,18,2020/02/11
15,湖南,255,永州,43,0,0,18,2020/02/12
15,湖南,255,永州,43,0,0,18,2020/02/13
15,湖南,255,永州,43,0,0,23,2020/02/14
15,湖南,255,永州,43,0,0,27,2020/02/15
15,湖南,255,永州,43,0,0,28,2020/02/16
15,湖南,255,永州,43,0,0,30,2020/02/17
15,湖南,255,永州,43,0,0,30,2020/02/18
15,湖南,255,永州,43,0,0,30,2020/02/19
15,湖南,255,永州,43,0,0,30,2020/02/20
15,湖南,255,永州,43,0,0,30,2020/02/21
15,湖南,254,郴州,3,0,0,0,2020/01/26
15,湖南,254,郴州,6,0,0,0,2020/01/27
15,湖南,254,郴州,7,0,0,0,2020/01/28
15,湖南,254,郴州,7,0,0,0,2020/01/29
15,湖南,254,郴州,10,0,0,1,2020/01/30
15,湖南,254,郴州,12,0,0,1,2020/01/31
15,湖南,254,郴州,13,0,0,1,2020/02/01
15,湖南,254,郴州,18,0,0,1,2020/02/02
15,湖南,254,郴州,21,0,0,1,2020/02/03
15,湖南,254,郴州,22,0,0,1,2020/02/04
15,湖南,254,郴州,24,0,0,2,2020/02/05
15,湖南,254,郴州,25,0,0,4,2020/02/06
15,湖南,254,郴州,29,0,0,6,2020/02/07
15,湖南,254,郴州,31,0,0,8,2020/02/08
15,湖南,254,郴州,32,0,0,8,2020/02/09
15,湖南,254,郴州,32,0,0,13,2020/02/10
15,湖南,254,郴州,33,0,0,14,2020/02/11
15,湖南,254,郴州,38,0,0,15,2020/02/12
15,湖南,254,郴州,38,0,0,15,2020/02/13
15,湖南,254,郴州,39,0,0,22,2020/02/14
15,湖南,254,郴州,39,0,0,22,2020/02/15
15,湖南,254,郴州,39,0,0,22,2020/02/16
15,湖南,254,郴州,39,0,0,26,2020/02/17
15,湖南,254,郴州,39,0,0,27,2020/02/18
15,湖南,254,郴州,39,0,0,29,2020/02/19
15,湖南,254,郴州,39,0,0,29,2020/02/20
15,湖南,254,郴州,39,0,0,30,2020/02/21
15,湖南,250,湘潭,3,0,0,0,2020/01/26
15,湖南,250,湘潭,4,0,0,0,2020/01/27
15,湖南,250,湘潭,6,0,0,0,2020/01/28
15,湖南,250,湘潭,8,0,0,0,2020/01/29
15,湖南,250,湘潭,9,0,0,0,2020/01/30
15,湖南,250,湘潭,10,0,0,0,2020/01/31
15,湖南,250,湘潭,13,0,0,0,2020/02/01
15,湖南,250,湘潭,16,0,0,3,2020/02/02
15,湖南,250,湘潭,19,0,0,3,2020/02/03
15,湖南,250,湘潭,21,0,0,3,2020/02/04
15,湖南,250,湘潭,23,0,0,4,2020/02/05
15,湖南,250,湘潭,24,0,0,5,2020/02/06
15,湖南,250,湘潭,25,0,0,7,2020/02/07
15,湖南,250,湘潭,28,0,0,10,2020/02/08
15,湖南,250,湘潭,28,0,0,11,2020/02/09
15,湖南,250,湘潭,31,0,0,11,2020/02/10
15,湖南,250,湘潭,32,0,0,11,2020/02/11
15,湖南,250,湘潭,32,0,0,11,2020/02/12
15,湖南,250,湘潭,32,0,0,12,2020/02/13
15,湖南,250,湘潭,34,0,0,12,2020/02/14
15,湖南,250,湘潭,35,0,0,14,2020/02/15
15,湖南,250,湘潭,35,0,0,14,2020/02/16
15,湖南,250,湘潭,35,0,0,15,2020/02/17
15,湖南,250,湘潭,35,0,0,16,2020/02/18
15,湖南,250,湘潭,35,0,0,17,2020/02/19
15,湖南,250,湘潭,35,0,0,17,2020/02/20
15,湖南,250,湘潭,35,0,0,17,2020/02/21
15,湖南,246,湘西,3,0,0,0,2020/01/26
15,湖南,246,湘西,3,0,0,0,2020/01/27
15,湖南,246,湘西,3,0,0,0,2020/01/28
15,湖南,246,湘西,3,0,0,0,2020/01/29
15,湖南,246,湘西,4,0,0,0,2020/01/30
15,湖南,246,湘西,5,0,0,0,2020/01/31
15,湖南,246,湘西,6,0,0,0,2020/02/01
15,湖南,246,湘西,6,0,0,1,2020/02/02
15,湖南,246,湘西,6,0,0,1,2020/02/03
15,湖南,246,湘西,6,0,0,1,2020/02/04
15,湖南,246,湘西,7,0,0,1,2020/02/05
15,湖南,246,湘西,7,0,0,1,2020/02/06
15,湖南,246,湘西,8,0,0,1,2020/02/07
15,湖南,246,湘西,8,0,0,3,2020/02/08
15,湖南,246,湘西,8,0,0,4,2020/02/09
15,湖南,246,湘西,8,0,0,6,2020/02/10
15,湖南,246,湘西,8,0,0,6,2020/02/11
15,湖南,246,湘西,8,0,0,6,2020/02/12
15,湖南,246,湘西,8,0,0,6,2020/02/13
15,湖南,246,湘西,8,0,0,6,2020/02/14
15,湖南,246,湘西,8,0,0,6,2020/02/15
15,湖南,246,湘西,8,0,0,6,2020/02/16
15,湖南,246,湘西,8,0,0,6,2020/02/17
15,湖南,246,湘西,8,0,0,7,2020/02/18
15,湖南,246,湘西,8,0,0,7,2020/02/19
15,湖南,246,湘西,8,0,0,7,2020/02/20
15,湖南,246,湘西,8,0,0,7,2020/02/21
15,湖南,245,张家界,1,0,0,0,2020/01/30
15,湖南,245,张家界,1,0,0,0,2020/01/31
15,湖南,245,张家界,2,0,0,0,2020/02/01
15,湖南,245,张家界,3,0,0,0,2020/02/02
15,湖南,245,张家界,3,0,0,0,2020/02/03
15,湖南,245,张家界,3,0,0,0,2020/02/04
15,湖南,245,张家界,3,0,0,2,2020/02/05
15,湖南,245,张家界,3,0,0,2,2020/02/06
15,湖南,245,张家界,5,0,0,2,2020/02/07
15,湖南,245,张家界,5,0,0,2,2020/02/08
15,湖南,245,张家界,5,0,0,2,2020/02/09
15,湖南,245,张家界,5,0,0,3,2020/02/10
15,湖南,245,张家界,5,0,0,3,2020/02/11
15,湖南,245,张家界,5,0,0,3,2020/02/12
15,湖南,245,张家界,5,0,0,3,2020/02/13
15,湖南,245,张家界,5,0,0,3,2020/02/14
15,湖南,245,张家界,5,0,0,4,2020/02/15
15,湖南,245,张家界,5,0,0,4,2020/02/16
15,湖南,245,张家界,5,0,0,5,2020/02/17
15,湖南,245,张家界,5,0,0,5,2020/02/18
15,湖南,245,张家界,5,0,0,5,2020/02/19
15,湖南,245,张家界,5,0,0,5,2020/02/20
15,湖南,245,张家界,5,0,0,5,2020/02/21
19,江西,19,全省,2,0,0,0,2020/01/21
19,江西,19,全省,3,5,0,0,2020/01/22
19,江西,19,全省,7,17,0,0,2020/01/23
19,江西,19,全省,18,38,0,0,2020/01/24
19,江西,19,全省,36,30,0,0,2020/01/25
19,江西,19,全省,48,68,0,0,2020/01/26
19,江西,19,全省,72,88,0,1,2020/01/27
19,江西,19,全省,109,107,0,3,2020/01/28
19,江西,19,全省,162,123,0,3,2020/01/29
19,江西,19,全省,240,197,0,5,2020/01/30
19,江西,19,全省,286,260,0,7,2020/01/31
19,江西,19,全省,333,312,0,9,2020/02/01
19,江西,19,全省,391,359,0,12,2020/02/02
19,江西,19,全省,476,319,0,18,2020/02/03
19,江西,19,全省,548,343,0,20,2020/02/04
19,江西,19,全省,600,312,0,27,2020/02/05
19,江西,19,全省,661,249,0,37,2020/02/06
19,江西,19,全省,698,218,0,45,2020/02/07
19,江西,19,全省,740,200,0,55,2020/02/08
19,江西,19,全省,771,183,1,73,2020/02/09
19,江西,19,全省,804,170,1,105,2020/02/10
19,江西,19,全省,844,155,1,128,2020/02/11
19,江西,19,全省,872,120,1,152,2020/02/12
19,江西,19,全省,900,106,1,170,2020/02/13
19,江西,19,全省,913,60,1,187,2020/02/14
19,江西,19,全省,925,31,1,210,2020/02/15
19,江西,19,全省,930,19,1,240,2020/02/16
19,江西,19,全省,933,11,1,275,2020/02/17
19,江西,19,全省,934,6,1,310,2020/02/18
19,江西,19,全省,934,4,1,362,2020/02/19
19,江西,19,全省,934,0,1,433,2020/02/20
19,江西,295,南昌,4,0,0,0,2020/01/26
19,江西,295,南昌,8,0,0,0,2020/01/27
19,江西,295,南昌,17,0,0,0,2020/01/28
19,江西,295,南昌,25,0,0,0,2020/01/29
19,江西,295,南昌,46,0,0,0,2020/01/30
19,江西,295,南昌,67,0,0,1,2020/01/31
19,江西,295,南昌,83,0,0,1,2020/02/01
19,江西,295,南昌,89,0,0,1,2020/02/02
19,江西,295,南昌,103,0,0,4,2020/02/03
19,江西,295,南昌,121,0,0,4,2020/02/04
19,江西,295,南昌,134,0,0,7,2020/02/05
19,江西,295,南昌,149,0,0,10,2020/02/06
19,江西,295,南昌,162,0,0,14,2020/02/07
19,江西,295,南昌,168,0,0,20,2020/02/08
19,江西,295,南昌,179,0,0,27,2020/02/09
19,江西,295,南昌,189,0,0,38,2020/02/10
19,江西,295,南昌,195,0,0,47,2020/02/11
19,江西,295,南昌,204,0,0,53,2020/02/12
19,江西,295,南昌,210,0,0,61,2020/02/13
19,江西,295,南昌,217,0,0,68,2020/02/14
19,江西,295,南昌,222,0,0,72,2020/02/15
19,江西,295,南昌,227,0,0,75,2020/02/16
19,江西,295,南昌,228,0,0,89,2020/02/17
19,江西,295,南昌,229,0,0,95,2020/02/18
19,江西,295,南昌,230,0,0,114,2020/02/19
19,江西,295,南昌,229,0,0,133,2020/02/20
19,江西,295,南昌,229,0,0,145,2020/02/21
19,江西,292,九江,2,0,0,0,2020/01/26
19,江西,292,九江,4,0,0,0,2020/01/27
19,江西,292,九江,9,0,0,0,2020/01/28
19,江西,292,九江,16,0,0,0,2020/01/29
19,江西,292,九江,31,0,0,0,2020/01/30
19,江西,292,九江,42,0,0,0,2020/01/31
19,江西,292,九江,43,0,0,0,2020/02/01
19,江西,292,九江,55,0,0,2,2020/02/02
19,江西,292,九江,64,0,0,2,2020/02/03
19,江西,292,九江,78,0,0,3,2020/02/04
19,江西,292,九江,86,0,0,3,2020/02/05
19,江西,292,九江,92,0,0,4,2020/02/06
19,江西,292,九江,95,0,0,5,2020/02/07
19,江西,292,九江,97,0,0,5,2020/02/08
19,江西,292,九江,100,0,0,7,2020/02/09
19,江西,292,九江,101,0,0,7,2020/02/10
19,江西,292,九江,101,0,0,13,2020/02/11
19,江西,292,九江,105,0,0,14,2020/02/12
19,江西,292,九江,109,0,0,14,2020/02/13
19,江西,292,九江,114,0,0,16,2020/02/14
19,江西,292,九江,115,0,0,18,2020/02/15
19,江西,292,九江,117,0,0,22,2020/02/16
19,江西,292,九江,117,0,0,22,2020/02/17
19,江西,292,九江,118,0,0,30,2020/02/18
19,江西,292,九江,118,0,0,33,2020/02/19
19,江西,292,九江,118,0,0,44,2020/02/20
19,江西,292,九江,118,0,0,47,2020/02/21
19,江西,293,上饶,6,0,0,0,2020/01/26
19,江西,293,上饶,6,0,0,0,2020/01/27
19,江西,293,上饶,7,0,0,0,2020/01/28
19,江西,293,上饶,9,0,0,0,2020/01/29
19,江西,293,上饶,11,0,0,0,2020/01/30
19,江西,293,上饶,12,0,0,1,2020/01/31
19,江西,293,上饶,16,0,0,1,2020/02/01
19,江西,293,上饶,19,0,0,1,2020/02/02
19,江西,293,上饶,32,0,0,4,2020/02/03
19,江西,293,上饶,50,0,0,4,2020/02/04
19,江西,293,上饶,69,0,0,5,2020/02/05
19,江西,293,上饶,78,0,0,5,2020/02/06
19,江西,293,上饶,86,0,0,5,2020/02/07
19,江西,293,上饶,92,0,0,5,2020/02/08
19,江西,293,上饶,98,0,0,7,2020/02/09
19,江西,293,上饶,103,0,0,12,2020/02/10
19,江西,293,上饶,111,0,0,13,2020/02/11
19,江西,293,上饶,116,0,0,15,2020/02/12
19,江西,293,上饶,119,0,0,17,2020/02/13
19,江西,293,上饶,122,0,0,18,2020/02/14
19,江西,293,上饶,123,0,0,20,2020/02/15
19,江西,293,上饶,123,0,0,31,2020/02/16
19,江西,293,上饶,123,0,0,35,2020/02/17
19,江西,293,上饶,123,0,0,39,2020/02/18
19,江西,293,上饶,123,0,0,47,2020/02/19
19,江西,293,上饶,123,0,0,55,2020/02/20
19,江西,293,上饶,123,0,0,64,2020/02/21
19,江西,299,新余,1,0,0,0,2020/01/26
19,江西,299,新余,3,0,0,0,2020/01/27
19,江西,299,新余,3,0,0,1,2020/01/28
19,江西,299,新余,11,0,0,1,2020/01/29
19,江西,299,新余,11,0,0,3,2020/01/30
19,江西,299,新余,28,0,0,2,2020/01/31
19,江西,299,新余,40,0,0,2,2020/02/01
19,江西,299,新余,43,0,0,3,2020/02/02
19,江西,299,新余,50,0,0,3,2020/02/03
19,江西,299,新余,59,0,0,3,2020/02/04
19,江西,299,新余,69,0,0,4,2020/02/05
19,江西,299,新余,78,0,0,5,2020/02/06
19,江西,299,新余,87,0,0,5,2020/02/07
19,江西,299,新余,95,0,0,8,2020/02/08
19,江西,299,新余,100,0,0,13,2020/02/09
19,江西,299,新余,105,0,0,18,2020/02/10
19,江西,299,新余,110,0,0,22,2020/02/11
19,江西,299,新余,117,0,0,26,2020/02/12
19,江西,299,新余,121,0,0,28,2020/02/13
19,江西,299,新余,124,0,0,31,2020/02/14
19,江西,299,新余,127,0,0,34,2020/02/15
19,江西,299,新余,129,0,0,37,2020/02/16
19,江西,299,新余,129,0,0,44,2020/02/17
19,江西,299,新余,129,0,0,46,2020/02/18
19,江西,299,新余,129,0,0,58,2020/02/19
19,江西,299,新余,130,0,0,69,2020/02/20
19,江西,299,新余,130,0,0,80,2020/02/21
19,江西,296,宜春,5,0,0,0,2020/01/26
19,江西,296,宜春,6,0,0,0,2020/01/27
19,江西,296,宜春,10,0,0,0,2020/01/28
19,江西,296,宜春,14,0,0,0,2020/01/29
19,江西,296,宜春,14,0,0,0,2020/01/30
19,江西,296,宜春,26,0,0,0,2020/01/31
19,江西,296,宜春,29,0,0,1,2020/02/01
19,江西,296,宜春,31,0,0,1,2020/02/02
19,江西,296,宜春,36,0,0,1,2020/02/03
19,江西,296,宜春,45,0,0,2,2020/02/04
19,江西,296,宜春,48,0,0,4,2020/02/05
19,江西,296,宜春,54,0,0,4,2020/02/06
19,江西,296,宜春,62,0,0,5,2020/02/07
19,江西,296,宜春,67,0,0,6,2020/02/08
19,江西,296,宜春,74,0,0,6,2020/02/09
19,江西,296,宜春,77,0,0,10,2020/02/10
19,江西,296,宜春,83,0,0,10,2020/02/11
19,江西,296,宜春,88,0,0,16,2020/02/12
19,江西,296,宜春,95,0,0,16,2020/02/13
19,江西,296,宜春,101,0,0,18,2020/02/14
19,江西,296,宜春,102,0,0,20,2020/02/15
19,江西,296,宜春,104,0,0,20,2020/02/16
19,江西,296,宜春,106,0,0,24,2020/02/17
19,江西,296,宜春,106,0,0,30,2020/02/18
19,江西,296,宜春,106,0,0,33,2020/02/19
19,江西,296,宜春,106,0,0,42,2020/02/20
19,江西,296,宜春,106,0,0,53,2020/02/21
19,江西,301,赣州,7,0,0,0,2020/01/26
19,江西,301,赣州,7,0,0,0,2020/01/27
19,江西,301,赣州,10,0,0,0,2020/01/28
19,江西,301,赣州,16,0,0,0,2020/01/29
19,江西,301,赣州,21,0,0,0,2020/01/30
19,江西,301,赣州,27,0,0,0,2020/01/31
19,江西,301,赣州,30,0,0,1,2020/02/01
19,江西,301,赣州,34,0,0,1,2020/02/02
19,江西,301,赣州,35,0,0,1,2020/02/03
19,江西,301,赣州,42,0,0,1,2020/02/04
19,江西,301,赣州,48,0,0,1,2020/02/05
19,江西,301,赣州,52,0,0,2,2020/02/06
19,江西,301,赣州,59,0,0,2,2020/02/07
19,江西,301,赣州,64,0,0,2,2020/02/08
19,江西,301,赣州,69,0,0,2,2020/02/09
