provinceid,provincename,cityid,cityname,confirmed,suspected,dead,cured,updatetime
2,安徽,41,阜阳,95,0,0,11,02/06
2,安徽,41,阜阳,105,0,0,9,02/07
2,安徽,41,阜阳,113,0,0,11,02/08
2,安徽,39,亳州,6,0,0,0,01/26
2,安徽,39,亳州,6,0,0,0,01/27
2,安徽,39,亳州,8,0,0,0,01/28
2,安徽,39,亳州,15,0,0,1,01/29
2,安徽,39,亳州,20,0,0,1,01/30
2,安徽,39,亳州,20,0,0,1,01/31
2,安徽,39,亳州,25,0,0,2,02/01
2,安徽,39,亳州,30,0,0,2,02/02
2,安徽,39,亳州,39,0,0,2,02/03
2,安徽,39,亳州,48,0,0,2,02/04
2,安徽,39,亳州,58,0,0,2,02/05
2,安徽,39,亳州,66,0,0,8,02/06
2,安徽,39,亳州,72,0,0,5,02/07
2,安徽,39,亳州,81,0,0,5,02/08
2,安徽,40,蚌埠,1,0,0,0,01/26
2,安徽,40,蚌埠,3,0,0,0,01/27
2,安徽,40,蚌埠,3,0,0,0,01/28
2,安徽,40,蚌埠,3,0,0,0,01/29
2,安徽,40,蚌埠,8,0,0,0,01/30
2,安徽,40,蚌埠,15,0,0,0,01/31
2,安徽,40,蚌埠,16,0,0,0,02/01
2,安徽,40,蚌埠,26,0,0,0,02/02
2,安徽,40,蚌埠,37,0,0,0,02/03
2,安徽,40,蚌埠,43,0,0,0,02/04
2,安徽,40,蚌埠,48,0,0,0,02/05
2,安徽,40,蚌埠,64,0,0,0,02/06
2,安徽,40,蚌埠,88,0,0,1,02/07
2,安徽,40,蚌埠,99,0,0,1,02/08
2,安徽,50,安庆,5,0,0,0,01/26
2,安徽,50,安庆,8,0,0,0,01/27
2,安徽,50,安庆,8,0,0,0,01/28
2,安徽,50,安庆,14,0,0,0,01/29
2,安徽,50,安庆,18,0,0,0,01/30
2,安徽,50,安庆,18,0,0,0,01/31
2,安徽,50,安庆,37,0,0,0,02/01
2,安徽,50,安庆,43,0,0,0,02/02
2,安徽,50,安庆,47,0,0,0,02/03
2,安徽,50,安庆,55,0,0,3,02/04
2,安徽,50,安庆,56,0,0,3,02/05
2,安徽,50,安庆,60,0,0,3,02/06
2,安徽,50,安庆,66,0,0,6,02/07
2,安徽,50,安庆,71,0,0,6,02/08
2,安徽,44,六安,3,0,0,0,01/26
2,安徽,44,六安,3,0,0,0,01/27
2,安徽,44,六安,4,0,0,0,01/28
2,安徽,44,六安,6,0,0,0,01/29
2,安徽,44,六安,8,0,0,0,01/30
2,安徽,44,六安,9,0,0,1,01/31
2,安徽,44,六安,13,0,0,1,02/01
2,安徽,44,六安,13,0,0,1,02/02
2,安徽,44,六安,20,0,0,1,02/03
2,安徽,44,六安,30,0,0,1,02/04
2,安徽,44,六安,34,0,0,1,02/05
2,安徽,44,六安,36,0,0,1,02/06
2,安徽,44,六安,41,0,0,1,02/07
2,安徽,44,六安,51,0,0,2,02/08
2,安徽,47,马鞍山,7,0,0,0,01/26
2,安徽,47,马鞍山,7,0,0,0,01/27
2,安徽,47,马鞍山,10,0,0,0,01/28
2,安徽,47,马鞍山,11,0,0,0,01/29
2,安徽,47,马鞍山,14,0,0,0,01/30
2,安徽,47,马鞍山,14,0,0,0,01/31
2,安徽,47,马鞍山,22,0,0,0,02/01
2,安徽,47,马鞍山,27,0,0,0,02/02
2,安徽,47,马鞍山,28,0,0,1,02/03
2,安徽,47,马鞍山,28,0,0,1,02/04
2,安徽,47,马鞍山,30,0,0,1,02/05
2,安徽,47,马鞍山,30,0,0,0,02/06
2,安徽,47,马鞍山,30,0,0,0,02/07
2,安徽,47,马鞍山,31,0,0,2,02/08
2,安徽,48,芜湖,3,0,0,0,01/26
2,安徽,48,芜湖,6,0,0,0,01/27
2,安徽,48,芜湖,9,0,0,0,01/28
2,安徽,48,芜湖,11,0,0,0,01/29
2,安徽,48,芜湖,14,0,0,0,01/30
2,安徽,48,芜湖,14,0,0,0,01/31
2,安徽,48,芜湖,15,0,0,0,02/01
2,安徽,48,芜湖,16,0,0,1,02/02
2,安徽,48,芜湖,16,0,0,1,02/03
2,安徽,48,芜湖,21,0,0,1,02/04
2,安徽,48,芜湖,23,0,0,2,02/05
2,安徽,48,芜湖,26,0,0,2,02/06
2,安徽,48,芜湖,27,0,0,3,02/07
2,安徽,48,芜湖,29,0,0,3,02/08
2,安徽,37,宿州,2,0,0,0,01/26
2,安徽,37,宿州,3,0,0,0,01/27
2,安徽,37,宿州,3,0,0,0,01/28
2,安徽,37,宿州,9,0,0,0,01/29
2,安徽,37,宿州,10,0,0,0,01/30
2,安徽,37,宿州,10,0,0,0,01/31
2,安徽,37,宿州,12,0,0,0,02/01
2,安徽,37,宿州,14,0,0,0,02/02
2,安徽,37,宿州,21,0,0,0,02/03
2,安徽,37,宿州,23,0,0,0,02/04
2,安徽,37,宿州,24,0,0,0,02/05
2,安徽,37,宿州,25,0,0,0,02/06
2,安徽,37,宿州,27,0,0,0,02/07
2,安徽,37,宿州,28,0,0,1,02/08
2,安徽,49,铜陵,3,0,0,0,01/26
2,安徽,49,铜陵,3,0,0,0,01/27
2,安徽,49,铜陵,9,0,0,0,01/28
2,安徽,49,铜陵,9,0,0,0,01/29
2,安徽,49,铜陵,10,0,0,0,01/30
2,安徽,49,铜陵,14,0,0,0,01/31
2,安徽,49,铜陵,16,0,0,0,02/01
2,安徽,49,铜陵,16,0,0,0,02/02
2,安徽,49,铜陵,18,0,0,1,02/03
2,安徽,49,铜陵,19,0,0,1,02/04
2,安徽,49,铜陵,19,0,0,1,02/05
2,安徽,49,铜陵,20,0,0,3,02/06
2,安徽,49,铜陵,22,0,0,5,02/07
2,安徽,49,铜陵,23,0,0,7,02/08
2,安徽,38,淮北,1,0,0,0,01/26
2,安徽,38,淮北,1,0,0,0,01/27
2,安徽,38,淮北,2,0,0,0,01/28
2,安徽,38,淮北,2,0,0,0,01/29
2,安徽,38,淮北,2,0,0,0,01/30
2,安徽,38,淮北,2,0,0,0,01/31
2,安徽,38,淮北,6,0,0,0,02/01
2,安徽,38,淮北,6,0,0,0,02/02
2,安徽,38,淮北,8,0,0,0,02/03
2,安徽,38,淮北,11,0,0,0,02/04
2,安徽,38,淮北,14,0,0,0,02/05
2,安徽,38,淮北,17,0,0,0,02/06
2,安徽,38,淮北,22,0,0,0,02/07
2,安徽,38,淮北,22,0,0,1,02/08
2,安徽,42,淮南,1,0,0,0,01/26
2,安徽,42,淮南,2,0,0,0,01/27
2,安徽,42,淮南,2,0,0,0,01/28
2,安徽,42,淮南,2,0,0,0,01/29
2,安徽,42,淮南,6,0,0,0,01/30
2,安徽,42,淮南,6,0,0,0,01/31
2,安徽,42,淮南,6,0,0,0,02/01
2,安徽,42,淮南,6,0,0,0,02/02
2,安徽,42,淮南,7,0,0,0,02/03
2,安徽,42,淮南,8,0,0,0,02/04
2,安徽,42,淮南,12,0,0,2,02/05
2,安徽,42,淮南,12,0,0,2,02/06
2,安徽,42,淮南,14,0,0,2,02/07
2,安徽,42,淮南,21,0,0,3,02/08
2,安徽,43,滁州,2,0,0,0,01/26
2,安徽,43,滁州,2,0,0,0,01/27
2,安徽,43,滁州,4,0,0,0,01/28
2,安徽,43,滁州,4,0,0,0,01/29
2,安徽,43,滁州,4,0,0,0,01/30
2,安徽,43,滁州,4,0,0,0,01/31
2,安徽,43,滁州,6,0,0,0,02/01
2,安徽,43,滁州,6,0,0,0,02/02
2,安徽,43,滁州,8,0,0,2,02/03
2,安徽,43,滁州,11,0,0,2,02/04
2,安徽,43,滁州,11,0,0,2,02/05
2,安徽,43,滁州,11,0,0,2,02/06
2,安徽,43,滁州,11,0,0,2,02/07
2,安徽,43,滁州,11,0,0,2,02/08
2,安徽,52,池州,1,0,0,0,01/26
2,安徽,52,池州,1,0,0,0,01/27
2,安徽,52,池州,1,0,0,0,01/28
2,安徽,52,池州,1,0,0,0,01/29
2,安徽,52,池州,2,0,0,0,01/30
2,安徽,52,池州,4,0,0,0,01/31
2,安徽,52,池州,4,0,0,0,02/01
2,安徽,52,池州,6,0,0,0,02/02
2,安徽,52,池州,6,0,0,1,02/03
2,安徽,52,池州,10,0,0,1,02/04
2,安徽,52,池州,11,0,0,1,02/05
2,安徽,52,池州,11,0,0,1,02/06
2,安徽,52,池州,11,0,0,1,02/07
2,安徽,52,池州,11,0,0,1,02/08
2,安徽,53,黄山,1,0,0,0,01/26
2,安徽,53,黄山,1,0,0,0,01/27
2,安徽,53,黄山,4,0,0,0,01/28
2,安徽,53,黄山,7,0,0,0,01/29
2,安徽,53,黄山,7,0,0,0,01/30
2,安徽,53,黄山,9,0,0,0,01/31
2,安徽,53,黄山,9,0,0,0,02/01
2,安徽,53,黄山,9,0,0,0,02/02
2,安徽,53,黄山,9,0,0,0,02/03
2,安徽,53,黄山,9,0,0,0,02/04
2,安徽,53,黄山,9,0,0,0,02/05
2,安徽,53,黄山,9,0,0,0,02/06
2,安徽,53,黄山,9,0,0,1,02/07
2,安徽,53,黄山,9,0,0,1,02/08
2,安徽,51,宣城,1,0,0,0,01/26
2,安徽,51,宣城,1,0,0,0,01/27
2,安徽,51,宣城,2,0,0,0,01/28
2,安徽,51,宣城,2,0,0,0,01/29
2,安徽,51,宣城,4,0,0,0,01/30
2,安徽,51,宣城,4,0,0,0,01/31
2,安徽,51,宣城,4,0,0,0,02/01
2,安徽,51,宣城,4,0,0,1,02/02
2,安徽,51,宣城,4,0,0,1,02/03
2,安徽,51,宣城,4,0,0,1,02/04
2,安徽,51,宣城,4,0,0,1,02/05
2,安徽,51,宣城,5,0,0,3,02/06
2,安徽,51,宣城,5,0,0,2,02/07
2,安徽,51,宣城,5,0,0,2,02/08
4,重庆,4,全市,5,0,0,0,01/21
4,重庆,4,全市,9,13,0,0,01/22
4,重庆,4,全市,27,71,0,0,01/23
4,重庆,4,全市,57,86,0,0,01/24
4,重庆,4,全市,75,146,0,0,01/25
4,重庆,4,全市,110,188,0,0,01/26
4,重庆,4,全市,132,219,0,0,01/27
4,重庆,4,全市,147,246,0,0,01/28
4,重庆,4,全市,165,279,0,1,01/29
4,重庆,4,全市,206,378,0,1,01/30
4,重庆,4,全市,238,408,1,1,01/31
4,重庆,4,全市,262,425,1,3,02/01
4,重庆,4,全市,300,398,2,7,02/02
4,重庆,4,全市,337,387,2,8,02/03
4,重庆,4,全市,366,397,2,14,02/04
4,重庆,4,全市,389,379,2,15,02/05
4,重庆,4,全市,411,408,2,24,02/06
4,重庆,4,全市,426,392,2,31,02/07
4,重庆,2218,万州区,13,0,0,0,01/26
4,重庆,2218,万州区,14,0,0,0,01/27
4,重庆,2218,万州区,15,0,0,0,01/28
4,重庆,2218,万州区,17,0,0,0,01/29
4,重庆,2218,万州区,24,0,0,0,01/30
4,重庆,2218,万州区,29,0,0,0,01/31
4,重庆,2218,万州区,39,0,0,0,02/01
4,重庆,2218,万州区,44,0,0,0,02/02
4,重庆,2218,万州区,50,0,1,0,02/03
4,重庆,2218,万州区,60,0,1,1,02/04
4,重庆,2218,万州区,67,0,1,2,02/05
4,重庆,2218,万州区,70,0,1,2,02/06
4,重庆,2218,万州区,74,0,1,4,02/07
4,重庆,2218,万州区,78,0,1,6,02/08
4,重庆,2224,九龙坡区,3,0,0,0,01/26
4,重庆,2224,九龙坡区,4,0,0,0,01/27
4,重庆,2224,九龙坡区,5,0,0,0,01/28
4,重庆,2224,九龙坡区,5,0,0,0,01/29
4,重庆,2224,九龙坡区,5,0,0,0,01/30
4,重庆,2224,九龙坡区,8,0,0,0,01/31
4,重庆,2224,九龙坡区,9,0,1,0,02/01
4,重庆,2224,九龙坡区,11,0,1,0,02/02
4,重庆,2224,九龙坡区,13,0,1,0,02/03
4,重庆,2224,九龙坡区,15,0,1,0,02/04
4,重庆,2224,九龙坡区,19,0,1,0,02/05
4,重庆,2224,九龙坡区,19,0,1,0,02/06
4,重庆,2224,九龙坡区,19,0,1,0,02/07
4,重庆,2224,九龙坡区,19,0,1,1,02/08
4,重庆,2246,云阳县,4,0,0,0,01/26
4,重庆,2246,云阳县,8,0,0,0,01/27
4,重庆,2246,云阳县,10,0,0,0,01/28
4,重庆,2246,云阳县,11,0,0,0,01/29
4,重庆,2246,云阳县,13,0,0,0,01/30
4,重庆,2246,云阳县,15,0,0,0,01/31
4,重庆,2246,云阳县,18,0,0,0,02/01
4,重庆,2246,云阳县,18,0,0,1,02/02
4,重庆,2246,云阳县,18,0,0,1,02/03
4,重庆,2246,云阳县,18,0,0,2,02/04
4,重庆,2246,云阳县,18,0,0,2,02/05
4,重庆,2246,云阳县,19,0,0,3,02/06
4,重庆,2246,云阳县,20,0,0,5,02/07
4,重庆,2246,云阳县,20,0,0,7,02/08
4,重庆,2222,江北区,2,0,0,0,01/26
4,重庆,2222,江北区,3,0,0,0,01/27
4,重庆,2222,江北区,4,0,0,0,01/28
4,重庆,2222,江北区,5,0,0,0,01/29
4,重庆,2222,江北区,8,0,0,0,01/30
4,重庆,2222,江北区,8,0,0,0,01/31
4,重庆,2222,江北区,12,0,0,0,02/01
4,重庆,2222,江北区,13,0,0,0,02/02
4,重庆,2222,江北区,16,0,0,0,02/03
4,重庆,2222,江北区,16,0,0,0,02/04
4,重庆,2222,江北区,16,0,0,0,02/05
4,重庆,2222,江北区,18,0,0,1,02/06
4,重庆,2222,江北区,19,0,0,1,02/07
4,重庆,2222,江北区,20,0,0,1,02/08
4,重庆,3292,开州区,4,0,0,0,01/26
4,重庆,3292,开州区,7,0,0,0,01/27
4,重庆,3292,开州区,9,0,0,0,01/28
4,重庆,3292,开州区,11,0,0,0,01/29
4,重庆,3292,开州区,14,0,0,0,01/30
4,重庆,3292,开州区,16,0,0,0,01/31
4,重庆,3292,开州区,16,0,0,0,02/01
4,重庆,3292,开州区,16,0,0,0,02/02
4,重庆,3292,开州区,17,0,0,0,02/03
4,重庆,3292,开州区,18,0,0,0,02/04
4,重庆,3292,开州区,18,0,0,0,02/05
4,重庆,3292,开州区,18,0,0,2,02/06
4,重庆,3292,开州区,18,0,0,2,02/07
4,重庆,3292,开州区,18,0,0,2,02/08
4,重庆,2220,渝中区,1,0,0,0,01/29
4,重庆,2220,渝中区,5,0,0,0,01/30
4,重庆,2220,渝中区,6,0,0,0,01/31
4,重庆,2220,渝中区,7,0,0,0,02/01
4,重庆,2220,渝中区,9,0,0,0,02/02
4,重庆,2220,渝中区,9,0,0,0,02/03
4,重庆,2220,渝中区,13,0,0,0,02/04
4,重庆,2220,渝中区,16,0,0,0,02/05
4,重庆,2220,渝中区,18,0,0,0,02/06
4,重庆,2220,渝中区,19,0,0,0,02/07
4,重庆,2220,渝中区,20,0,0,1,02/08
4,重庆,2242,垫江县,2,0,0,0,01/26
4,重庆,2242,垫江县,4,0,0,0,01/27
4,重庆,2242,垫江县,5,0,0,0,01/28
4,重庆,2242,垫江县,5,0,0,0,01/29
4,重庆,2242,垫江县,8,0,0,0,01/30
4,重庆,2242,垫江县,8,0,0,0,01/31
4,重庆,2242,垫江县,11,0,0,0,02/01
4,重庆,2242,垫江县,12,0,0,0,02/02
4,重庆,2242,垫江县,13,0,0,1,02/03
4,重庆,2242,垫江县,13,0,0,1,02/04
4,重庆,2242,垫江县,15,0,0,1,02/05
4,重庆,2242,垫江县,17,0,0,1,02/06
4,重庆,2242,垫江县,17,0,0,1,02/07
4,重庆,2242,垫江县,18,0,0,1,02/08
4,重庆,2244,忠县,5,0,0,0,01/26
4,重庆,2244,忠县,6,0,0,0,01/27
4,重庆,2244,忠县,9,0,0,0,01/28
4,重庆,2244,忠县,11,0,0,0,01/29
4,重庆,2244,忠县,12,0,0,0,01/30
4,重庆,2244,忠县,12,0,0,0,01/31
4,重庆,2244,忠县,12,0,0,0,02/01
4,重庆,2244,忠县,15,0,0,0,02/02
4,重庆,2244,忠县,15,0,0,0,02/03
4,重庆,2244,忠县,15,0,0,1,02/04
4,重庆,2244,忠县,15,0,0,1,02/05
4,重庆,2244,忠县,15,0,0,1,02/06
4,重庆,2244,忠县,16,0,0,1,02/07
4,重庆,2244,忠县,16,0,0,2,02/08
4,重庆,3275,两江新区,3,0,0,0,01/26
4,重庆,3275,两江新区,7,0,0,0,01/27
4,重庆,3275,两江新区,8,0,0,0,01/28
4,重庆,3275,两江新区,8,0,0,0,01/29
4,重庆,3275,两江新区,8,0,0,0,01/30
4,重庆,3275,两江新区,9,0,0,0,01/31
4,重庆,3275,两江新区,10,0,0,0,02/01
4,重庆,3275,两江新区,12,0,0,0,02/02
4,重庆,3275,两江新区,13,0,0,0,02/03
4,重庆,3275,两江新区,13,0,0,0,02/04
4,重庆,3275,两江新区,14,0,0,0,02/05
4,重庆,3275,两江新区,14,0,0,0,02/06
4,重庆,3275,两江新区,14,0,0,0,02/07
4,重庆,3275,两江新区,16,0,0,0,02/08
4,重庆,2233,綦江区,1,0,0,0,01/27
4,重庆,2233,綦江区,2,0,0,0,01/28
4,重庆,2233,綦江区,4,0,0,0,01/29
4,重庆,2233,綦江区,4,0,0,0,01/30
4,重庆,2233,綦江区,4,0,0,0,01/31
4,重庆,2233,綦江区,4,0,0,0,02/01
4,重庆,2233,綦江区,4,0,0,0,02/02
4,重庆,2233,綦江区,10,0,0,0,02/03
4,重庆,2233,綦江区,10,0,0,0,02/04
4,重庆,2233,綦江区,12,0,0,0,02/05
4,重庆,2233,綦江区,13,0,0,0,02/06
4,重庆,2233,綦江区,14,0,0,0,02/07
4,重庆,2233,綦江区,15,0,0,0,02/08
4,重庆,2250,石柱土家族自治县,3,0,0,0,01/26
4,重庆,2250,石柱土家族自治县,3,0,0,0,01/27
4,重庆,2250,石柱土家族自治县,6,0,0,0,01/28
4,重庆,2250,石柱土家族自治县,7,0,0,0,01/29
4,重庆,2250,石柱土家族自治县,7,0,0,0,01/30
4,重庆,2250,石柱土家族自治县,8,0,0,0,01/31
4,重庆,2250,石柱土家族自治县,10,0,0,0,02/01
4,重庆,2250,石柱土家族自治县,10,0,0,0,02/02
4,重庆,2250,石柱土家族自治县,10,0,0,0,02/03
4,重庆,2250,石柱土家族自治县,12,0,0,0,02/04
4,重庆,2250,石柱土家族自治县,12,0,0,0,02/05
4,重庆,2250,石柱土家族自治县,12,0,0,0,02/06
4,重庆,2250,石柱土家族自治县,12,0,0,0,02/07
4,重庆,2250,石柱土家族自治县,12,0,0,0,02/08
4,重庆,2229,渝北区,4,0,0,0,01/26
4,重庆,2229,渝北区,5,0,0,0,01/27
4,重庆,2229,渝北区,6,0,0,0,01/28
4,重庆,2229,渝北区,6,0,0,0,01/29
4,重庆,2229,渝北区,8,0,0,0,01/30
4,重庆,2229,渝北区,10,0,0,0,01/31
4,重庆,2229,渝北区,11,0,0,0,02/01
4,重庆,2229,渝北区,12,0,0,0,02/02
4,重庆,2229,渝北区,12,0,0,0,02/03
4,重庆,2229,渝北区,12,0,0,0,02/04
4,重庆,2229,渝北区,12,0,0,0,02/05
4,重庆,2229,渝北区,12,0,0,1,02/06
4,重庆,2229,渝北区,12,0,0,2,02/07
4,重庆,2229,渝北区,12,0,0,2,02/08
4,重庆,2232,长寿区,5,0,0,0,01/26
4,重庆,2232,长寿区,6,0,0,0,01/27
4,重庆,2232,长寿区,7,0,0,0,01/28
4,重庆,2232,长寿区,7,0,0,0,01/29
4,重庆,2232,长寿区,7,0,0,0,01/30
4,重庆,2232,长寿区,9,0,0,0,01/31
4,重庆,2232,长寿区,10,0,0,0,02/01
4,重庆,2232,长寿区,11,0,0,0,02/02
4,重庆,2232,长寿区,11,0,0,0,02/03
4,重庆,2232,长寿区,12,0,0,0,02/04
4,重庆,2232,长寿区,12,0,0,0,02/05
4,重庆,2232,长寿区,12,0,0,2,02/06
4,重庆,2232,长寿区,12,0,0,2,02/07
4,重庆,2232,长寿区,12,0,0,2,02/08
4,重庆,2247,奉节县,3,0,0,0,01/26
4,重庆,2247,奉节县,3,0,0,0,01/27
4,重庆,2247,奉节县,3,0,0,0,01/28
4,重庆,2247,奉节县,4,0,0,0,01/29
4,重庆,2247,奉节县,4,0,0,0,01/30
4,重庆,2247,奉节县,5,0,0,0,01/31
4,重庆,2247,奉节县,5,0,0,0,02/01
4,重庆,2247,奉节县,8,0,0,0,02/02
4,重庆,2247,奉节县,9,0,0,0,02/03
4,重庆,2247,奉节县,9,0,0,1,02/04
4,重庆,2247,奉节县,11,0,0,1,02/05
4,重庆,2247,奉节县,12,0,0,1,02/06
4,重庆,2247,奉节县,12,0,0,1,02/07
4,重庆,2247,奉节县,14,0,0,1,02/08
4,重庆,2249,巫溪县,3,0,0,0,01/26
4,重庆,2249,巫溪县,5,0,0,0,01/27
4,重庆,2249,巫溪县,5,0,0,0,01/28
4,重庆,2249,巫溪县,5,0,0,0,01/29
4,重庆,2249,巫溪县,7,0,0,0,01/30
4,重庆,2249,巫溪县,10,0,0,0,01/31
4,重庆,2249,巫溪县,10,0,0,0,02/01
4,重庆,2249,巫溪县,11,0,0,0,02/02
4,重庆,2249,巫溪县,11,0,0,0,02/03
4,重庆,2249,巫溪县,11,0,0,0,02/04
4,重庆,2249,巫溪县,11,0,0,1,02/05
4,重庆,2249,巫溪县,11,0,0,1,02/06
4,重庆,2249,巫溪县,11,0,0,1,02/07
4,重庆,2249,巫溪县,11,0,0,1,02/08
4,重庆,2255,合川区,2,0,0,0,01/26
4,重庆,2255,合川区,3,0,0,0,01/27
4,重庆,2255,合川区,4,0,0,0,01/28
4,重庆,2255,合川区,5,0,0,0,01/29
4,重庆,2255,合川区,6,0,0,0,01/30
4,重庆,2255,合川区,6,0,0,0,01/31
4,重庆,2255,合川区,8,0,0,0,02/01
4,重庆,2255,合川区,9,0,0,0,02/02
4,重庆,2255,合川区,9,0,0,0,02/03
4,重庆,2255,合川区,9,0,0,0,02/04
4,重庆,2255,合川区,11,0,0,0,02/05
4,重庆,2255,合川区,15,0,0,0,02/06
4,重庆,2255,合川区,16,0,0,1,02/07
4,重庆,2255,合川区,16,0,0,1,02/08
4,重庆,2234,潼南区,2,0,0,0,01/27
4,重庆,2234,潼南区,2,0,0,0,01/28
4,重庆,2234,潼南区,2,0,0,0,01/29
4,重庆,2234,潼南区,2,0,0,0,01/30
4,重庆,2234,潼南区,2,0,0,0,01/31
4,重庆,2234,潼南区,2,0,0,0,02/01
4,重庆,2234,潼南区,2,0,0,0,02/02
4,重庆,2234,潼南区,4,0,0,0,02/03
4,重庆,2234,潼南区,5,0,0,0,02/04
4,重庆,2234,潼南区,7,0,0,0,02/05
4,重庆,2234,潼南区,10,0,0,0,02/06
4,重庆,2234,潼南区,13,0,0,0,02/07
4,重庆,2234,潼南区,13,0,0,0,02/08
4,重庆,2241,丰都县,1,0,0,0,01/26
4,重庆,2241,丰都县,3,0,0,0,01/27
4,重庆,2241,丰都县,3,0,0,0,01/28
4,重庆,2241,丰都县,3,0,0,0,01/29
4,重庆,2241,丰都县,3,0,0,0,01/30
4,重庆,2241,丰都县,3,0,0,0,01/31
4,重庆,2241,丰都县,5,0,0,1,02/01
4,重庆,2241,丰都县,5,0,0,1,02/02
4,重庆,2241,丰都县,5,0,0,1,02/03
4,重庆,2241,丰都县,6,0,0,1,02/04
4,重庆,2241,丰都县,6,0,0,1,02/05
4,重庆,2241,丰都县,9,0,0,1,02/06
4,重庆,2241,丰都县,9,0,0,1,02/07
4,重庆,2241,丰都县,9,0,0,1,02/08
4,重庆,2248,巫山县,3,0,0,0,01/26
4,重庆,2248,巫山县,5,0,0,0,01/27
4,重庆,2248,巫山县,5,0,0,0,01/28
4,重庆,2248,巫山县,5,0,0,1,01/29
4,重庆,2248,巫山县,5,0,0,1,01/30
4,重庆,2248,巫山县,6,0,0,1,01/31
4,重庆,2248,巫山县,6,0,0,1,02/01
4,重庆,2248,巫山县,6,0,0,3,02/02
4,重庆,2248,巫山县,7,0,0,3,02/03
4,重庆,2248,巫山县,7,0,0,4,02/04
4,重庆,2248,巫山县,8,0,0,4,02/05
4,重庆,2248,巫山县,8,0,0,4,02/06
4,重庆,2248,巫山县,8,0,0,4,02/07
4,重庆,2248,巫山县,8,0,0,4,02/08
4,重庆,2237,荣昌区,1,0,0,0,01/31
4,重庆,2237,荣昌区,2,0,0,0,02/01
4,重庆,2237,荣昌区,3,0,0,0,02/02
4,重庆,2237,荣昌区,5,0,0,0,02/03
4,重庆,2237,荣昌区,8,0,0,0,02/04
4,重庆,2237,荣昌区,8,0,0,0,02/05
4,重庆,2237,荣昌区,8,0,0,0,02/06
4,重庆,2237,荣昌区,8,0,0,0,02/07
4,重庆,2237,荣昌区,8,0,0,0,02/08
4,重庆,2238,璧山区,2,0,0,0,01/26
4,重庆,2238,璧山区,3,0,0,0,01/27
4,重庆,2238,璧山区,3,0,0,0,01/28
4,重庆,2238,璧山区,4,0,0,0,01/29
4,重庆,2238,璧山区,4,0,0,0,01/30
4,重庆,2238,璧山区,6,0,0,0,01/31
4,重庆,2238,璧山区,8,0,0,0,02/01
4,重庆,2238,璧山区,8,0,0,0,02/02
4,重庆,2238,璧山区,8,0,0,0,02/03
4,重庆,2238,璧山区,8,0,0,0,02/04
4,重庆,2238,璧山区,8,0,0,0,02/05
4,重庆,2238,璧山区,8,0,0,0,02/06
4,重庆,2238,璧山区,8,0,0,0,02/07
4,重庆,2238,璧山区,8,0,0,0,02/08
4,重庆,2225,南岸区,1,0,0,0,01/28
4,重庆,2225,南岸区,1,0,0,0,01/29
4,重庆,2225,南岸区,2,0,0,0,01/30
4,重庆,2225,南岸区,3,0,0,0,01/31
4,重庆,2225,南岸区,3,0,0,0,02/01
4,重庆,2225,南岸区,4,0,0,0,02/02
4,重庆,2225,南岸区,7,0,0,0,02/03
4,重庆,2225,南岸区,7,0,0,0,02/04
4,重庆,2225,南岸区,8,0,0,0,02/05
4,重庆,2225,南岸区,8,0,0,0,02/06
4,重庆,2225,南岸区,8,0,0,0,02/07
4,重庆,2225,南岸区,8,0,0,0,02/08
4,重庆,2221,大渡口区,4,0,0,0,01/26
4,重庆,2221,大渡口区,6,0,0,0,01/27
4,重庆,2221,大渡口区,6,0,0,0,01/28
4,重庆,2221,大渡口区,6,0,0,0,01/29
4,重庆,2221,大渡口区,6,0,0,0,01/30
4,重庆,2221,大渡口区,6,0,0,0,01/31
4,重庆,2221,大渡口区,6,0,0,0,02/01
4,重庆,2221,大渡口区,6,0,0,0,02/02
4,重庆,2221,大渡口区,6,0,0,0,02/03
4,重庆,2221,大渡口区,7,0,0,0,02/04
4,重庆,2221,大渡口区,7,0,0,0,02/05
4,重庆,2221,大渡口区,7,0,0,1,02/06
4,重庆,2221,大渡口区,7,0,0,1,02/07
4,重庆,2221,大渡口区,7,0,0,1,02/08
4,重庆,2235,铜梁区,1,0,0,0,01/26
4,重庆,2235,铜梁区,1,0,0,0,01/27
4,重庆,2235,铜梁区,2,0,0,0,01/28
4,重庆,2235,铜梁区,2,0,0,0,01/29
4,重庆,2235,铜梁区,2,0,0,0,01/30
4,重庆,2235,铜梁区,2,0,0,0,01/31
4,重庆,2235,铜梁区,2,0,0,0,02/01
4,重庆,2235,铜梁区,4,0,0,0,02/02
4,重庆,2235,铜梁区,7,0,0,0,02/03
4,重庆,2235,铜梁区,7,0,0,0,02/04
4,重庆,2235,铜梁区,7,0,0,0,02/05
4,重庆,2235,铜梁区,7,0,0,0,02/06
4,重庆,2235,铜梁区,7,0,0,0,02/07
4,重庆,2235,铜梁区,7,0,0,0,02/08
4,重庆,2236,大足区,1,0,0,0,01/26
4,重庆,2236,大足区,1,0,0,0,01/27
4,重庆,2236,大足区,1,0,0,0,01/28
4,重庆,2236,大足区,1,0,0,0,01/29
4,重庆,2236,大足区,4,0,0,0,01/30
4,重庆,2236,大足区,4,0,0,0,01/31
4,重庆,2236,大足区,4,0,0,0,02/01
4,重庆,2236,大足区,4,0,0,0,02/02
