provinceid,provincename,cityid,cityname,confirmed,suspected,dead,cured,updatetime
14,湖北,14,全省,45,0,2,0,01/16
14,湖北,14,全省,62,0,2,0,01/17
14,湖北,14,全省,121,0,3,0,01/18
14,湖北,14,全省,198,0,4,0,01/19
14,湖北,14,全省,270,11,6,25,01/20
14,湖北,14,全省,375,0,9,28,01/21
14,湖北,14,全省,444,279,17,28,01/22
14,湖北,14,全省,549,710,24,31,01/23
14,湖北,14,全省,729,1405,39,32,01/24
14,湖北,14,全省,1052,1887,52,42,01/25
14,湖北,14,全省,1423,4472,76,44,01/26
14,湖北,14,全省,2714,5324,100,47,01/27
14,湖北,14,全省,3554,6940,125,80,01/28
14,湖北,14,全省,4586,9033,162,90,01/29
14,湖北,14,全省,5806,11272,204,116,01/30
14,湖北,14,全省,7153,13577,249,166,01/31
14,湖北,14,全省,9074,14872,294,215,02/01
14,湖北,14,全省,11177,16898,350,295,02/02
14,湖北,14,全省,13522,18549,414,396,02/03
14,湖北,14,全省,16678,18447,479,520,02/04
14,湖北,14,全省,19665,19728,549,633,02/05
14,湖北,14,全省,22112,21261,618,817,02/06
14,湖北,14,全省,24953,22433,699,867,02/07
14,湖北,229,武汉,618,0,45,40,01/26
14,湖北,229,武汉,698,0,63,42,01/27
14,湖北,229,武汉,1590,0,85,47,01/28
14,湖北,229,武汉,1905,0,104,54,01/29
14,湖北,229,武汉,2261,0,129,54,01/30
14,湖北,229,武汉,2639,0,159,103,01/31
14,湖北,229,武汉,3215,0,192,106,02/01
14,湖北,229,武汉,4109,0,224,181,02/02
14,湖北,229,武汉,5142,0,265,228,02/03
14,湖北,229,武汉,6384,0,313,306,02/04
14,湖北,229,武汉,8351,0,362,374,02/05
14,湖北,229,武汉,10117,0,414,459,02/06
14,湖北,229,武汉,11618,0,478,542,02/07
14,湖北,229,武汉,13603,0,545,747,02/08
14,湖北,228,孝感,55,0,0,0,01/26
14,湖北,228,孝感,100,0,1,0,01/27
14,湖北,228,孝感,173,0,1,0,01/28
14,湖北,228,孝感,274,0,3,0,01/29
14,湖北,228,孝感,399,0,6,0,01/30
14,湖北,228,孝感,541,0,9,2,01/31
14,湖北,228,孝感,628,0,12,2,02/01
14,湖北,228,孝感,749,0,14,2,02/02
14,湖北,228,孝感,918,0,14,2,02/03
14,湖北,228,孝感,1120,0,17,4,02/04
14,湖北,228,孝感,1462,0,18,6,02/05
14,湖北,228,孝感,1886,0,25,30,02/06
14,湖北,228,孝感,2141,0,25,30,02/07
14,湖北,228,孝感,2313,0,26,42,02/08
14,湖北,230,黄冈,122,0,2,2,01/26
14,湖北,230,黄冈,154,0,4,2,01/27
14,湖北,230,黄冈,213,0,4,2,01/28
14,湖北,230,黄冈,324,0,5,2,01/29
14,湖北,230,黄冈,496,0,12,5,01/30
14,湖北,230,黄冈,573,0,12,6,01/31
14,湖北,230,黄冈,726,0,14,17,02/01
14,湖北,230,黄冈,1002,0,15,27,02/02
14,湖北,230,黄冈,1246,0,17,32,02/03
14,湖北,230,黄冈,1422,0,19,41,02/04
14,湖北,230,黄冈,1645,0,25,52,02/05
14,湖北,230,黄冈,1807,0,29,64,02/06
14,湖北,230,黄冈,1897,0,32,81,02/07
14,湖北,230,黄冈,2041,0,36,105,02/08
14,湖北,227,随州,36,0,0,0,01/26
14,湖北,227,随州,52,0,0,0,01/27
14,湖北,227,随州,70,0,0,0,01/28
14,湖北,227,随州,116,0,0,0,01/29
14,湖北,227,随州,143,0,0,0,01/30
14,湖北,227,随州,228,0,0,0,01/31
14,湖北,227,随州,304,0,1,0,02/01
14,湖北,227,随州,384,0,3,3,02/02
14,湖北,227,随州,458,0,5,3,02/03
14,湖北,227,随州,641,0,6,3,02/04
14,湖北,227,随州,706,0,8,9,02/05
14,湖北,227,随州,834,0,9,9,02/06
14,湖北,227,随州,915,0,9,9,02/07
14,湖北,227,随州,953,0,9,23,02/08
14,湖北,240,荆州,33,0,2,0,01/26
14,湖北,240,荆州,47,0,2,1,01/27
14,湖北,240,荆州,71,0,2,1,01/28
14,湖北,240,荆州,101,0,2,1,01/29
14,湖北,240,荆州,151,0,3,1,01/30
14,湖北,240,荆州,221,0,3,6,01/31
14,湖北,240,荆州,287,0,4,2,02/01
14,湖北,240,荆州,333,0,4,4,02/02
14,湖北,240,荆州,499,0,6,6,02/03
14,湖北,240,荆州,613,0,7,7,02/04
14,湖北,240,荆州,713,0,9,12,02/05
14,湖北,240,荆州,801,0,10,19,02/06
14,湖北,240,荆州,885,0,10,24,02/07
14,湖北,240,荆州,941,0,11,31,02/08
14,湖北,226,襄阳,8,0,0,0,01/26
14,湖北,226,襄阳,36,0,0,0,01/27
14,湖北,226,襄阳,70,0,0,0,01/28
14,湖北,226,襄阳,131,0,0,0,01/29
14,湖北,226,襄阳,163,0,0,0,01/30
14,湖北,226,襄阳,286,0,0,0,01/31
14,湖北,226,襄阳,347,0,0,0,02/01
14,湖北,226,襄阳,441,0,0,0,02/02
14,湖北,226,襄阳,548,0,0,1,02/03
14,湖北,226,襄阳,632,0,1,7,02/04
14,湖北,226,襄阳,735,0,2,7,02/05
14,湖北,226,襄阳,787,0,2,25,02/06
14,湖北,226,襄阳,838,0,3,30,02/07
14,湖北,226,襄阳,907,0,5,34,02/08
14,湖北,238,黄石,31,0,1,0,01/26
14,湖北,238,黄石,36,0,1,0,01/27
14,湖北,238,黄石,53,0,1,0,01/28
14,湖北,238,黄石,86,0,1,0,01/29
14,湖北,238,黄石,113,49,1,0,01/30
14,湖北,238,黄石,168,49,1,0,01/31
14,湖北,238,黄石,209,0,2,1,02/01
14,湖北,238,黄石,252,0,2,8,02/02
14,湖北,238,黄石,334,0,2,9,02/03
14,湖北,238,黄石,405,0,2,10,02/04
14,湖北,238,黄石,509,0,2,23,02/05
14,湖北,238,黄石,566,0,2,25,02/06
14,湖北,238,黄石,635,0,2,40,02/07
14,湖北,238,黄石,703,0,2,48,02/08
14,湖北,232,宜昌,20,0,1,0,01/26
14,湖北,232,宜昌,31,0,1,0,01/27
14,湖北,232,宜昌,51,0,1,0,01/28
14,湖北,232,宜昌,63,0,1,0,01/29
14,湖北,232,宜昌,117,0,1,0,01/30
14,湖北,232,宜昌,167,0,1,0,01/31
14,湖北,232,宜昌,276,0,1,0,02/01
14,湖北,232,宜昌,353,0,1,0,02/02
14,湖北,232,宜昌,392,0,1,2,02/03
14,湖北,232,宜昌,452,0,3,2,02/04
14,湖北,232,宜昌,496,0,4,9,02/05
14,湖北,232,宜昌,563,0,6,9,02/06
14,湖北,232,宜昌,610,0,7,15,02/07
14,湖北,232,宜昌,633,0,8,25,02/08
14,湖北,233,荆门,38,0,1,0,01/26
14,湖北,233,荆门,90,0,3,0,01/27
14,湖北,233,荆门,114,0,3,0,01/28
14,湖北,233,荆门,142,0,4,0,01/29
14,湖北,233,荆门,191,0,4,0,01/30
14,湖北,233,荆门,227,0,5,0,01/31
14,湖北,233,荆门,251,0,5,1,02/01
14,湖北,233,荆门,329,0,7,3,02/02
14,湖北,233,荆门,345,0,11,6,02/03
14,湖北,233,荆门,400,0,14,6,02/04
14,湖北,233,荆门,422,0,16,16,02/05
14,湖北,233,荆门,508,0,17,21,02/06
14,湖北,233,荆门,553,0,17,24,02/07
14,湖北,233,荆门,588,0,18,36,02/08
14,湖北,237,鄂州,1,0,0,0,01/26
14,湖北,237,鄂州,20,0,0,0,01/27
14,湖北,237,鄂州,57,0,0,0,01/28
14,湖北,237,鄂州,84,0,1,0,01/29
14,湖北,237,鄂州,123,0,2,0,01/30
14,湖北,237,鄂州,189,0,6,0,01/31
14,湖北,237,鄂州,227,0,9,0,02/01
14,湖北,237,鄂州,278,0,13,2,02/02
14,湖北,237,鄂州,306,0,15,2,02/03
14,湖北,237,鄂州,332,0,18,4,02/04
14,湖北,237,鄂州,382,0,18,6,02/05
14,湖北,237,鄂州,423,0,18,8,02/06
14,湖北,237,鄂州,471,0,18,9,02/07
14,湖北,237,鄂州,569,0,20,33,02/08
14,湖北,241,咸宁,43,0,0,0,01/26
14,湖北,241,咸宁,64,0,0,0,01/27
14,湖北,241,咸宁,91,0,0,0,01/28
14,湖北,241,咸宁,112,0,0,0,01/29
14,湖北,241,咸宁,130,0,0,0,01/30
14,湖北,241,咸宁,166,0,0,0,01/31
14,湖北,241,咸宁,206,0,0,1,02/01
14,湖北,241,咸宁,246,0,0,1,02/02
14,湖北,241,咸宁,296,0,0,1,02/03
14,湖北,241,咸宁,348,0,0,1,02/04
14,湖北,241,咸宁,384,0,0,2,02/05
14,湖北,241,咸宁,399,0,1,5,02/06
14,湖北,241,咸宁,443,0,1,8,02/07
14,湖北,241,咸宁,476,0,2,16,02/08
14,湖北,225,十堰,20,0,0,0,01/26
14,湖北,225,十堰,40,0,0,0,01/27
14,湖北,225,十堰,65,0,0,0,01/28
14,湖北,225,十堰,88,0,0,0,01/29
14,湖北,225,十堰,119,0,0,0,01/30
14,湖北,225,十堰,150,0,0,0,01/31
14,湖北,225,十堰,177,0,0,0,02/01
14,湖北,225,十堰,212,0,0,1,02/02
14,湖北,225,十堰,256,0,0,2,02/03
14,湖北,225,十堰,291,0,0,6,02/04
14,湖北,225,十堰,318,0,0,9,02/05
14,湖北,225,十堰,353,0,0,20,02/06
14,湖北,225,十堰,395,0,0,28,02/07
14,湖北,225,十堰,438,0,0,40,02/08
14,湖北,236,仙桃,11,0,0,0,01/26
14,湖北,236,仙桃,12,0,0,0,01/27
14,湖北,236,仙桃,27,0,0,0,01/28
14,湖北,236,仙桃,32,0,0,0,01/29
14,湖北,236,仙桃,55,0,0,0,01/30
14,湖北,236,仙桃,90,0,1,0,01/31
14,湖北,236,仙桃,97,0,1,0,02/01
14,湖北,236,仙桃,140,0,3,0,02/02
14,湖北,236,仙桃,169,0,3,0,02/03
14,湖北,236,仙桃,188,0,3,0,02/04
14,湖北,236,仙桃,225,0,4,0,02/05
14,湖北,236,仙桃,265,0,5,11,02/06
14,湖北,236,仙桃,307,0,5,11,02/07
14,湖北,236,仙桃,359,0,5,14,02/08
14,湖北,239,恩施,17,0,0,0,01/26
14,湖北,239,恩施,25,0,0,0,01/27
14,湖北,239,恩施,38,0,0,0,01/28
14,湖北,239,恩施,51,0,0,0,01/29
14,湖北,239,恩施,66,0,0,0,01/30
14,湖北,239,恩施,75,0,0,0,01/31
14,湖北,239,恩施,87,0,0,1,02/01
14,湖北,239,恩施,105,0,0,4,02/02
14,湖北,239,恩施,111,0,0,5,02/03
14,湖北,239,恩施,123,0,0,5,02/04
14,湖北,239,恩施,138,0,0,10,02/05
14,湖北,239,恩施,144,0,0,10,02/06
14,湖北,239,恩施,157,0,0,13,02/07
14,湖北,239,恩施,160,0,0,17,02/08
14,湖北,234,天门,5,0,0,0,01/26
14,湖北,234,天门,13,0,0,0,01/27
14,湖北,234,天门,23,0,2,0,01/28
14,湖北,234,天门,34,0,3,0,01/29
14,湖北,234,天门,44,0,3,0,01/30
14,湖北,234,天门,67,0,6,0,01/31
14,湖北,234,天门,82,0,7,0,02/01
14,湖北,234,天门,99,0,7,0,02/02
14,湖北,234,天门,115,0,10,0,02/03
14,湖北,234,天门,117,0,10,0,02/04
14,湖北,234,天门,128,0,10,0,02/05
14,湖北,234,天门,138,0,10,1,02/06
14,湖北,234,天门,163,0,10,1,02/07
14,湖北,234,天门,179,0,10,1,02/08
14,湖北,235,潜江,5,0,1,0,01/27
14,湖北,235,潜江,7,0,1,0,01/28
14,湖北,235,潜江,8,0,1,0,01/29
14,湖北,235,潜江,10,0,1,0,01/30
14,湖北,235,潜江,12,0,1,0,01/31
14,湖北,235,潜江,27,0,1,0,02/01
14,湖北,235,潜江,35,0,1,0,02/02
14,湖北,235,潜江,35,0,1,0,02/03
14,湖北,235,潜江,44,0,1,0,02/04
14,湖北,235,潜江,54,0,1,0,02/05
14,湖北,235,潜江,64,0,1,0,02/06
14,湖北,235,潜江,74,0,1,0,02/07
14,湖北,235,潜江,80,0,2,2,02/08
14,湖北,231,神农架,1,0,0,0,01/28
14,湖北,231,神农架,3,0,0,0,01/29
14,湖北,231,神农架,5,0,0,0,01/30
14,湖北,231,神农架,7,0,0,2,01/31
14,湖北,231,神农架,7,0,0,2,02/01
14,湖北,231,神农架,7,0,0,2,02/02
14,湖北,231,神农架,7,0,0,2,02/03
14,湖北,231,神农架,10,0,0,2,02/04
14,湖北,231,神农架,10,0,0,2,02/05
14,湖北,231,神农架,10,0,0,2,02/06
14,湖北,231,神农架,10,0,0,2,02/07
14,湖北,231,神农架,10,0,0,2,02/08
27,浙江,27,全省,5,10,0,0,01/21
27,浙江,27,全省,10,38,0,0,01/22
27,浙江,27,全省,30,29,0,0,01/23
27,浙江,27,全省,62,27,0,1,01/24
27,浙江,27,全省,104,20,0,1,01/25
27,浙江,27,全省,128,63,0,1,01/26
27,浙江,27,全省,173,115,0,1,01/27
27,浙江,27,全省,296,101,0,3,01/28
27,浙江,27,全省,428,117,0,3,01/29
27,浙江,27,全省,537,154,0,4,01/30
27,浙江,27,全省,599,202,0,14,01/31
27,浙江,27,全省,661,207,0,21,02/01
27,浙江,27,全省,724,201,0,32,02/02
27,浙江,27,全省,829,258,0,43,02/03
27,浙江,27,全省,895,299,0,62,02/04
27,浙江,27,全省,954,322,0,78,02/05
27,浙江,27,全省,1006,422,0,95,02/06
27,浙江,27,全省,1048,345,0,123,02/07
27,浙江,389,温州,18,0,0,1,01/26
27,浙江,389,温州,32,0,0,1,01/27
27,浙江,389,温州,60,0,0,3,01/28
27,浙江,389,温州,114,0,0,3,01/29
27,浙江,389,温州,172,0,0,3,01/30
27,浙江,389,温州,227,0,0,7,01/31
27,浙江,389,温州,241,0,0,10,02/01
27,浙江,389,温州,265,0,0,15,02/02
27,浙江,389,温州,291,0,0,17,02/03
27,浙江,389,温州,340,0,0,28,02/04
27,浙江,389,温州,364,0,0,28,02/05
27,浙江,389,温州,396,0,0,36,02/06
27,浙江,389,温州,421,0,0,49,02/07
27,浙江,389,温州,438,0,0,70,02/08
27,浙江,382,杭州,27,0,0,0,01/26
27,浙江,382,杭州,27,0,0,0,01/27
27,浙江,382,杭州,32,0,0,0,01/28
27,浙江,382,杭州,51,0,0,0,01/29
27,浙江,382,杭州,69,0,0,0,01/30
27,浙江,382,杭州,85,0,0,0,01/31
27,浙江,382,杭州,98,0,0,3,02/01
27,浙江,382,杭州,110,0,0,2,02/02
27,浙江,382,杭州,118,0,0,2,02/03
27,浙江,382,杭州,132,0,0,6,02/04
27,浙江,382,杭州,141,0,0,14,02/05
27,浙江,382,杭州,151,0,0,15,02/06
27,浙江,382,杭州,156,0,0,18,02/07
27,浙江,382,杭州,162,0,0,22,02/08
27,浙江,384,宁波,13,0,0,0,01/26
27,浙江,384,宁波,13,0,0,0,01/27
27,浙江,384,宁波,17,0,0,0,01/28
27,浙江,384,宁波,20,0,0,0,01/29
27,浙江,384,宁波,41,0,0,0,01/30
27,浙江,384,宁波,46,0,0,1,01/31
27,浙江,384,宁波,55,0,0,1,02/01
27,浙江,384,宁波,66,0,0,1,02/02
27,浙江,384,宁波,75,0,0,1,02/03
27,浙江,384,宁波,102,0,0,4,02/04
27,浙江,384,宁波,120,0,0,4,02/05
27,浙江,384,宁波,126,0,0,9,02/06
27,浙江,384,宁波,136,0,0,12,02/07
27,浙江,384,宁波,141,0,0,13,02/08
27,浙江,387,台州,21,0,0,0,01/26
27,浙江,387,台州,22,0,0,0,01/27
27,浙江,387,台州,22,0,0,0,01/28
27,浙江,387,台州,40,0,0,0,01/29
27,浙江,387,台州,64,0,0,0,01/30
27,浙江,387,台州,81,0,0,1,01/31
27,浙江,387,台州,95,0,0,4,02/01
27,浙江,387,台州,100,0,0,7,02/02
27,浙江,387,台州,109,0,0,11,02/03
27,浙江,387,台州,115,0,0,11,02/04
27,浙江,387,台州,122,0,0,14,02/05
27,浙江,387,台州,124,0,0,14,02/06
27,浙江,387,台州,129,0,0,17,02/07
27,浙江,387,台州,133,0,0,25,02/08
27,浙江,386,金华,3,0,0,0,01/26
27,浙江,386,金华,5,0,0,0,01/27
27,浙江,386,金华,7,0,0,0,01/28
27,浙江,386,金华,13,0,0,0,01/29
27,浙江,386,金华,20,0,0,0,01/30
27,浙江,386,金华,27,0,0,3,01/31
27,浙江,386,金华,34,0,0,3,02/01
27,浙江,386,金华,34,0,0,4,02/02
27,浙江,386,金华,36,0,0,6,02/03
27,浙江,386,金华,40,0,0,6,02/04
27,浙江,386,金华,44,0,0,8,02/05
27,浙江,386,金华,47,0,0,9,02/06
27,浙江,386,金华,48,0,0,9,02/07
27,浙江,386,金华,52,0,0,13,02/08
27,浙江,383,绍兴,5,0,0,0,01/26
27,浙江,383,绍兴,6,0,0,0,01/27
27,浙江,383,绍兴,7,0,0,0,01/28
27,浙江,383,绍兴,19,0,0,0,01/29
27,浙江,383,绍兴,19,0,0,0,01/30
27,浙江,383,绍兴,23,0,0,0,01/31
27,浙江,383,绍兴,24,0,0,0,02/01
27,浙江,383,绍兴,27,0,0,1,02/02
27,浙江,383,绍兴,30,0,0,2,02/03
27,浙江,383,绍兴,30,0,0,3,02/04
27,浙江,383,绍兴,30,0,0,3,02/05
27,浙江,383,绍兴,33,0,0,3,02/06
27,浙江,383,绍兴,34,0,0,5,02/07
27,浙江,383,绍兴,36,0,0,5,02/08
27,浙江,381,嘉兴,8,0,0,0,01/26
27,浙江,381,嘉兴,8,0,0,0,01/27
27,浙江,381,嘉兴,11,0,0,0,01/28
27,浙江,381,嘉兴,14,0,0,0,01/29
27,浙江,381,嘉兴,16,0,0,0,01/30
27,浙江,381,嘉兴,16,0,0,0,01/31
27,浙江,381,嘉兴,18,0,0,0,02/01
27,浙江,381,嘉兴,19,0,0,0,02/02
27,浙江,381,嘉兴,19,0,0,0,02/03
27,浙江,381,嘉兴,23,0,0,0,02/04
27,浙江,381,嘉兴,27,0,0,0,02/05
27,浙江,381,嘉兴,30,0,0,1,02/06
27,浙江,381,嘉兴,35,0,0,1,02/07
27,浙江,381,嘉兴,37,0,0,1,02/08
27,浙江,388,丽水,3,0,0,0,01/26
27,浙江,388,丽水,3,0,0,0,01/27
27,浙江,388,丽水,5,0,0,0,01/28
27,浙江,388,丽水,6,0,0,0,01/29
27,浙江,388,丽水,6,0,0,1,01/30
27,浙江,388,丽水,7,0,0,1,01/31
27,浙江,388,丽水,8,0,0,1,02/01
27,浙江,388,丽水,14,0,0,1,02/02
27,浙江,388,丽水,16,0,0,1,02/03
27,浙江,388,丽水,16,0,0,1,02/04
27,浙江,388,丽水,16,0,0,1,02/05
27,浙江,388,丽水,16,0,0,1,02/06
27,浙江,388,丽水,16,0,0,3,02/07
27,浙江,388,丽水,17,0,0,5,02/08
27,浙江,385,衢州,3,0,0,0,01/26
27,浙江,385,衢州,5,0,0,0,01/27
27,浙江,385,衢州,5,0,0,0,01/28
27,浙江,385,衢州,8,0,0,0,01/29
27,浙江,385,衢州,10,0,0,0,01/30
27,浙江,385,衢州,12,0,0,0,01/31
27,浙江,385,衢州,13,0,0,0,02/01
27,浙江,385,衢州,13,0,0,0,02/02
27,浙江,385,衢州,14,0,0,0,02/03
27,浙江,385,衢州,15,0,0,0,02/04
27,浙江,385,衢州,15,0,0,2,02/05
27,浙江,385,衢州,15,0,0,2,02/06
27,浙江,385,衢州,15,0,0,3,02/07
27,浙江,385,衢州,15,0,0,3,02/08
27,浙江,380,湖州,1,0,0,0,01/26
27,浙江,380,湖州,3,0,0,0,01/27
27,浙江,380,湖州,3,0,0,0,01/28
27,浙江,380,湖州,5,0,0,0,01/29
27,浙江,380,湖州,5,0,0,0,01/30
27,浙江,380,湖州,6,0,0,0,01/31
27,浙江,380,湖州,6,0,0,0,02/01
27,浙江,380,湖州,6,0,0,0,02/02
27,浙江,380,湖州,9,0,0,1,02/03
27,浙江,380,湖州,9,0,0,1,02/04
27,浙江,380,湖州,9,0,0,1,02/05
27,浙江,380,湖州,9,0,0,1,02/06
27,浙江,380,湖州,9,0,0,1,02/07
27,浙江,380,湖州,10,0,0,1,02/08
27,浙江,390,舟山,2,0,0,0,01/26
27,浙江,390,舟山,4,0,0,0,01/27
27,浙江,390,舟山,4,0,0,0,01/28
27,浙江,390,舟山,6,0,0,0,01/29
27,浙江,390,舟山,6,0,0,0,01/30
27,浙江,390,舟山,7,0,0,1,01/31
27,浙江,390,舟山,7,0,0,1,02/01
27,浙江,390,舟山,7,0,0,1,02/02
27,浙江,390,舟山,7,0,0,2,02/03
27,浙江,390,舟山,7,0,0,2,02/04
27,浙江,390,舟山,7,0,0,3,02/05
27,浙江,390,舟山,7,0,0,4,02/06
27,浙江,390,舟山,7,0,0,5,02/07
27,浙江,390,舟山,7,0,0,5,02/08
7,广东,7,全省,14,7,0,0,01/20
7,广东,7,全省,26,1,0,0,01/21
7,广东,7,全省,32,7,0,0,01/22
7,广东,7,全省,53,17,0,0,01/23
7,广东,7,全省,78,18,0,2,01/24
7,广东,7,全省,98,40,0,2,01/25
7,广东,7,全省,146,54,0,2,01/26
7,广东,7,全省,188,73,0,3,01/27
7,广东,7,全省,241,122,0,4,01/28
7,广东,7,全省,311,137,0,5,01/29
7,广东,7,全省,393,151,0,10,01/30
7,广东,7,全省,520,126,0,11,01/31
7,广东,7,全省,604,157,0,14,02/01
7,广东,7,全省,683,205,0,15,02/02
7,广东,7,全省,797,180,0,21,02/03
7,广东,7,全省,870,136,0,30,02/04
7,广东,7,全省,944,148,0,49,02/05
7,广东,7,全省,1018,170,1,69,02/06
7,广东,7,全省,1075,195,1,88,02/07
7,广东,129,深圳,31,0,0,2,01/26
7,广东,129,深圳,36,0,0,3,01/27
7,广东,129,深圳,57,0,0,4,01/28
7,广东,129,深圳,80,0,0,4,01/29
7,广东,129,深圳,98,0,0,4,01/30
7,广东,129,深圳,134,0,0,4,01/31
7,广东,129,深圳,170,0,0,5,02/01
7,广东,129,深圳,207,0,0,5,02/02
7,广东,129,深圳,245,0,0,10,02/03
7,广东,129,深圳,271,0,0,13,02/04
7,广东,129,深圳,291,0,0,16,02/05
7,广东,129,深圳,316,0,0,22,02/06
7,广东,129,深圳,339,0,0,31,02/07
7,广东,129,深圳,354,0,0,39,02/08
7,广东,131,广州,17,0,0,0,01/26
7,广东,131,广州,41,0,0,0,01/27
7,广东,131,广州,51,0,0,0,01/28
7,广东,131,广州,63,0,0,0,01/29
7,广东,131,广州,94,0,0,3,01/30
7,广东,131,广州,112,0,0,1,01/31
7,广东,131,广州,150,0,0,3,02/01
7,广东,131,广州,179,0,0,3,02/02
7,广东,131,广州,200,0,0,3,02/03
7,广东,131,广州,224,0,0,3,02/04
7,广东,131,广州,249,0,0,12,02/05
7,广东,131,广州,270,0,0,20,02/06
7,广东,131,广州,285,0,0,21,02/07
7,广东,131,广州,301,0,0,27,02/08
7,广东,140,珠海,12,0,0,0,01/26
7,广东,140,珠海,12,0,0,0,01/27
7,广东,140,珠海,12,0,0,0,01/28
7,广东,140,珠海,18,0,0,0,01/29
7,广东,140,珠海,26,0,0,1,01/30
7,广东,140,珠海,34,0,0,1,01/31
7,广东,140,珠海,38,0,0,1,02/01
7,广东,140,珠海,47,0,0,1,02/02
7,广东,140,珠海,55,0,0,1,02/03
7,广东,140,珠海,64,0,0,1,02/04
7,广东,140,珠海,72,0,0,4,02/05
7,广东,140,珠海,73,0,0,4,02/06
7,广东,140,珠海,76,0,0,4,02/07
7,广东,140,珠海,83,0,0,4,02/08
7,广东,134,佛山,10,0,0,0,01/26
7,广东,134,佛山,14,0,0,0,01/27
7,广东,134,佛山,18,0,0,0,01/28
7,广东,134,佛山,21,0,0,0,01/29
7,广东,134,佛山,25,0,0,0,01/30
7,广东,134,佛山,33,0,0,1,01/31
7,广东,134,佛山,39,0,0,1,02/01
7,广东,134,佛山,43,0,0,1,02/02
7,广东,134,佛山,45,0,0,1,02/03
7,广东,134,佛山,49,0,0,1,02/04
7,广东,134,佛山,50,0,0,1,02/05
7,广东,134,佛山,57,0,0,4,02/06
7,广东,134,佛山,59,0,0,4,02/07
7,广东,134,佛山,64,0,0,4,02/08
7,广东,130,东莞,2,0,0,0,01/26
7,广东,130,东莞,2,0,0,0,01/27
7,广东,130,东莞,7,0,0,0,01/28
7,广东,130,东莞,7,0,0,0,01/29
7,广东,130,东莞,11,0,0,0,01/30
7,广东,130,东莞,16,0,0,0,01/31
7,广东,130,东莞,21,0,0,0,02/01
7,广东,130,东莞,27,0,0,0,02/02
7,广东,130,东莞,31,0,0,0,02/03
7,广东,130,东莞,37,0,0,0,02/04
7,广东,130,东莞,44,0,0,1,02/05
7,广东,130,东莞,47,0,0,1,02/06
7,广东,130,东莞,53,0,0,1,02/07
7,广东,130,东莞,56,0,0,1,02/08
7,广东,135,中山,2,0,0,0,01/26
7,广东,135,中山,5,0,0,0,01/27
7,广东,135,中山,6,0,0,0,01/28
7,广东,135,中山,13,0,0,0,01/29
7,广东,135,中山,18,0,0,0,01/30
7,广东,135,中山,18,0,0,0,01/31
7,广东,135,中山,18,0,0,0,02/01
7,广东,135,中山,21,0,0,0,02/02
7,广东,135,中山,25,0,0,0,02/03
7,广东,135,中山,31,0,0,3,02/04
7,广东,135,中山,36,0,0,3,02/05
7,广东,135,中山,44,0,0,4,02/06
7,广东,135,中山,46,0,0,6,02/07
7,广东,135,中山,46,0,0,11,02/08
7,广东,127,惠州,8,0,0,0,01/26
7,广东,127,惠州,8,0,0,0,01/27
7,广东,127,惠州,11,0,0,0,01/28
7,广东,127,惠州,12,0,0,1,01/29
7,广东,127,惠州,17,0,0,1,01/30
7,广东,127,惠州,20,0,0,1,01/31
7,广东,127,惠州,20,0,0,1,02/01
7,广东,127,惠州,23,0,0,1,02/02
7,广东,127,惠州,28,0,0,1,02/03
7,广东,127,惠州,29,0,0,1,02/04
7,广东,127,惠州,34,0,0,1,02/05
7,广东,127,惠州,35,0,0,1,02/06
7,广东,127,惠州,39,0,0,1,02/07
7,广东,127,惠州,47,0,0,1,02/08
7,广东,123,汕头,2,0,0,0,01/26
7,广东,123,汕头,2,0,0,0,01/27
7,广东,123,汕头,5,0,0,0,01/28
7,广东,123,汕头,8,0,0,0,01/29
7,广东,123,汕头,12,0,0,0,01/30
7,广东,123,汕头,12,0,0,0,01/31
7,广东,123,汕头,14,0,0,0,02/01
7,广东,123,汕头,15,0,0,0,02/02
7,广东,123,汕头,18,0,0,0,02/03
7,广东,123,汕头,18,0,0,3,02/04
7,广东,123,汕头,20,0,0,3,02/05
7,广东,123,汕头,21,0,0,3,02/06
7,广东,123,汕头,22,0,0,3,02/07
7,广东,123,汕头,25,0,0,3,02/08
7,广东,141,湛江,4,0,0,0,01/26
7,广东,141,湛江,5,0,0,0,01/27
7,广东,141,湛江,7,0,0,0,01/28
7,广东,141,湛江,9,0,0,0,01/29
7,广东,141,湛江,11,0,0,0,01/30
7,广东,141,湛江,11,0,0,1,01/31
7,广东,141,湛江,13,0,0,1,02/01
7,广东,141,湛江,14,0,0,1,02/02
7,广东,141,湛江,14,0,0,1,02/03
7,广东,141,湛江,18,0,0,1,02/04
7,广东,141,湛江,18,0,0,4,02/05
7,广东,141,湛江,19,0,0,4,02/06
7,广东,141,湛江,20,0,0,4,02/07
7,广东,141,湛江,20,0,0,6,02/08
7,广东,133,肇庆,4,0,0,0,01/26
7,广东,133,肇庆,4,0,0,0,01/27
7,广东,133,肇庆,4,0,0,0,01/28
7,广东,133,肇庆,5,0,0,0,01/29
7,广东,133,肇庆,5,0,0,0,01/30
7,广东,133,肇庆,6,0,0,0,01/31
7,广东,133,肇庆,6,0,0,1,02/01
7,广东,133,肇庆,7,0,0,1,02/02
7,广东,133,肇庆,10,0,0,1,02/03
7,广东,133,肇庆,10,0,0,1,02/04
7,广东,133,肇庆,13,0,0,1,02/05
